SITE,LINE,CROSS,LEN,PRM,SEC
LINC,220,F2,49.7,25.5,10.5
LINC,221,F2,56.5,30.5,11.5
LINC,222,F2,51,24,11.5
LINC,223,F2,45.5,30.5,13.5
LINC,224,F2,55.7,31,12.5
LINC,226,F2,49.5,37,13.5
LINC,227,F2,48.7,34,12
LINC,228,F2,49.2,26.5,11
LINC,229,F2,64.2,36,15.5
LINC,23,F2,38,25,10
LINC,230,F2,45.5,28,10
LINC,231,F2,48.2,24,11
LINC,233,F2,55.5,29.5,12
LINC,234,F2,53,29,11.5
LINC,235,F2,42.7,36.5,13
LINC,236,F2,48.5,25,9.5
LINC,237,F2,51,26.5,13.5
LINC,238,F2,47.5,35,14
LINC,239,F2,NA,NA,16
LINC,24,F2,34,24,8.5
LINC,242,F2,41.5,24,9.5
LINC,243,F2,46.2,24,10
LINC,244,F2,54.5,34,14
LINC,245,F2,53,27,11.5
LINC,246,F2,55.2,25.5,10.5
LINC,247,F2,61,34,13
LINC,248,F2,NA,NA,16
LINC,249,F2,44.5,32,12
LINC,25,F2,49,23,12
LINC,250,F2,53.7,31,13
LINC,251,F2,53,32.5,12.5
LINC,252,F2,56.2,27,11.5
LINC,254,F2,46,24.5,11.5
LINC,255,F2,45.35,24.25,10.5
LINC,256,F2,46.35,36.25,14
LINC,257,F2,66.2,34.5,12
LINC,258,F2,48.5,24.5,11
LINC,259,F2,48.5,25,13
LINC,26,F2,58.2,37.75,14.75
LINC,260,F2,50.5,35.5,13.5
LINC,263,F2,NA,NA,12
LINC,264,F2,55,24,11.5
LINC,265,F2,36.35,26.75,11
LINC,267,F2,53,35.25,14
LINC,268,F2,48,25.5,12
LINC,269,F2,40,26,10.5
LINC,270,F2,56,37,20.5
LINC,272,F2,45.2,34,12
LINC,274,F2,61.5,39.5,12.5
LINC,275,F2,45.7,25,11.5
LINC,277,F2,38.85,27,11
LINC,279,F2,53,29.5,12
LINC,28,F2,50.7,28,12
LINC,280,F2,46,39,12.5
LINC,281,F2,35.5,21.5,8
LINC,282,F2,44.2,35.5,10.5
LINC,283,F2,50.7,22.5,12.5
LINC,284,F2,57,30,11
LINC,287,F2,43.2,23.5,11.5
LINC,289,F2,45.5,37,13
LINC,29,F2,45.5,27.5,15
LINC,290,F2,53.7,38.5,15
LINC,292,F2,45,30.5,12
LINC,293,F2,40.7,22,10.5
LINC,294,F2,41.5,18.5,8
LINC,296,F2,53,36.5,17.5
LINC,297,F2,46.2,25.5,10.5
LINC,298,F2,42.2,33,13.5
LINC,299,F2,50.7,27,12.5
LINC,3,F2,41.7,31.5,11.5
LINC,30,F2,57.2,27.5,12.75
LINC,301,F2,53.5,27.5,12
LINC,302,F2,38.5,29,10
LINC,303,F2,59,31,16
LINC,304,F2,44.2,21,10.5
LINC,305,F2,46.2,33.5,13.5
LINC,306,F2,NA,NA,13.5
LINC,307,F2,42.2,29.5,12
LINC,308,F2,47,29.5,10.5
LINC,31,F2,28,25.5,10.5
LINC,310,F2,43,29,10
LINC,311,F2,47.7,32.5,11.5
LINC,312,F2,50,31,13.5
LINC,313,F2,NA,NA,12
LINC,314,F2,NA,NA,10
LINC,315,F2,38.7,25.5,12
LINC,317,F2,43.5,27,11
LINC,318,F2,NA,NA,NA
LINC,32,F2,54.7,27,12.75
LINC,320,F2,59,30.5,11.5
LINC,321,F2,56.2,26.5,13
LINC,322,F2,50.7,33.5,12.5
LINC,324,F2,41,30.5,12
LINC,325,F2,47.2,32.5,12
LINC,326,F2,50.7,37.5,11.5
LINC,328,F2,58.7,34,15.5
LINC,33,F2,45.2,23.5,8.5
LINC,330,F2,49,23,10
LINC,332,F2,49,27,15
LINC,333,F2,52.7,39.5,14.5
LINC,334,F2,56.25,31,13.25
LINC,336,F2,53,32.5,13
LINC,337,F2,41,21,11
LINC,339,F2,41,28.5,10.5
LINC,340,F2,55.2,26,12
LINC,341,F2,41,26.5,13
LINC,342,F2,49.2,17.5,10.5
LINC,343,F2,48.85,25.25,11
LINC,345,F2,48.7,23,10.5
LINC,346,F2,42.5,23,10
LINC,347,F2,43.5,31.5,11.5
LINC,349,F2,NA,NA,16
LINC,35,F2,56,26,13.5
LINC,350,F2,49.5,35.5,11.5
LINC,352,F2,NA,NA,8.5
LINC,353,F2,44.7,37,12.5
LINC,354,F2,33.2,34,9.5
LINC,356,F2,44.2,22.5,12
LINC,357,F2,33.7,22,10
LINC,358,F2,44.1,27,11.5
LINC,359,F2,52.7,37,11.5
LINC,36,F2,54,37,19.5
LINC,360,F2,40.2,25.5,12
LINC,361,F2,NA,NA,12
LINC,363,F2,47,27.75,12.25
LINC,364,F2,54.5,29.5,13
LINC,365,F2,44.2,24,10.5
LINC,366,F2,55.2,32,15
LINC,367,F2,48.2,34.5,10.5
LINC,368,F2,47,29,11
LINC,369,F2,57.5,31,13
LINC,37,F2,45.7,31,13.5
LINC,370,F2,53.7,29,11.5
LINC,371,F2,57.2,33.5,13
LINC,372,F2,50.5,39,13.5
LINC,373,F2,49.5,25.5,11
LINC,374,F2,47.5,27.5,12.5
LINC,375,F2,NA,NA,11.5
LINC,378,F2,62.2,34,12
LINC,379,F2,44.7,31,10
LINC,38,F2,35.7,29,12
LINC,380,F2,47,36,13.5
LINC,381,F2,46.5,34.5,12.5
LINC,382,F2,62.2,24.5,13
LINC,383,F2,53.2,35,12.5
LINC,384,F2,36.7,24.5,10
LINC,385,F2,41,30.5,10.5
LINC,386,F2,53,32,14
LINC,387,F2,38,26,11
LINC,388,F2,46,32.5,11.5
LINC,389,F2,43.6,29.5,11
LINC,39,F2,41.5,33.5,12
LINC,390,F2,43,29.5,11.5
LINC,391,F2,48,24,10
LINC,392,F2,52.2,32,12.5
LINC,393,F2,57.35,30.75,14.5
LINC,394,F2,37.2,20,9.5
LINC,395,F2,39,28.5,11
LINC,396,F2,44.35,30.75,10.75
LINC,397,F2,43,27,10.5
LINC,398,F2,53.5,33,12.5
LINC,399,F2,38.5,18,8
LINC,4,F2,48.5,26.5,12
LINC,40,F2,51.35,32,13
LINC,400,F2,55,33.5,12.5
LINC,402,F2,49.5,31,11.5
LINC,403,F2,46.6,30.25,13
LINC,404,F2,NA,NA,10.75
LINC,408,F2,39.5,27.5,10
LINC,41,F2,45,22,9.5
LINC,42,F2,44.5,25,11
LINC,424,F2,40.2,24.5,9.5
LINC,425,F2,NA,NA,10.5
LINC,43,F2,46.7,27,12.5
LINC,435,F2,40,31.5,9.5
LINC,439,F2,27,19,9
LINC,44,F2,36.2,24,10
LINC,46,F2,48.2,32.5,14
LINC,460,F2,46.7,25.5,10
LINC,478,F2,48.5,29.5,10.5
LINC,48,F2,45.7,23.5,9.5
LINC,5,F2,48,26,10.5
LINC,52,F2,44.7,21.5,12
LINC,521,F2,40.2,24,10.5
LINC,529,F2,44.7,25,10
LINC,53,F2,35.7,27,11
LINC,531,F2,33.2,25,11
LINC,54,F2,58.75,40,13
LINC,55,F2,43.2,25.25,11.5
LINC,56,F2,52.5,23,14.5
LINC,57,F2,NA,NA,11.5
LINC,58,F2,38,21,11
LINC,6,F2,47.2,22.5,11.5
LINC,61,F2,47,28,13
LINC,62,F2,44.35,26.75,10.25
LINC,64,F2,40.7,24.5,11
LINC,65,F2,38.5,32.5,13
LINC,66,F2,54.5,28,12.5
LINC,67,F2,47,22,11.5
LINC,68,F2,40.7,33,12
LINC,69,F2,43,36,14.5
LINC,7,F2,36.7,25.5,12
LINC,70,F2,45,29.5,11.5
LINC,71,F2,45.5,36,12
LINC,72,F2,46,30,16
LINC,73,F2,44.7,29,12.5
LINC,74,F2,53.85,42.5,16.5
LINC,75,F2,63,29,13.5
LINC,758,F2,43.7,22.5,11
LINC,76,F2,52,28,11.5
LINC,77,F2,42.7,28,11.5
LINC,775,F2,31,18.5,8
LINC,776,F2,44.5,26.5,11.5
LINC,78,F2,NA,NA,11
LINC,79,F2,NA,NA,13.75
LINC,8,F2,49.5,28.5,12.5
LINC,80,F2,50.2,27,13
LINC,81,F2,54.7,21.5,11
LINC,83,F2,55.5,31,13.75
LINC,84,F2,43.5,27,11
LINC,85,F2,54,23.5,10.5
LINC,86,F2,52.5,30.5,14
LINC,87,F2,NA,NA,9.5
LINC,88,F2,44.5,33.5,13.5
LINC,89,F2,47,34.5,13.5
LINC,9,F2,49,22,11.5
LINC,90,F2,52.95,37.25,14.5
LINC,91,F2,64,42,18.25
LINC,92,F2,35,21,8
LINC,93,F2,NA,NA,12.5
LINC,94,F2,41.2,32.5,11
LINC,95,F2,46.5,24.5,13
LINC,97,F2,49.7,28.5,12
LINC,AP13,F0,63.82105263,39.84210526,14.275
LINC,VS16,F0,43.82,27.7,12.07142857
LINC,WBC,F0,55.86923077,35.19230769,13.57142857
MNHT,1,F2,32,23,7.5
MNHT,10,F2,36.2,20.5,8.5
MNHT,100,F2,48.7,30.5,14.5
MNHT,101,F2,27.5,25.5,10.5
MNHT,102,F2,33,22,10.25
MNHT,103,F2,52,38,17.5
MNHT,104,F2,36.25,19,10.25
MNHT,105,F2,32.5,27.5,8.5
MNHT,106,F2,53,30.5,10.5
MNHT,107,F2,34.7,20.75,8.75
MNHT,11,F2,54.5,28,15
MNHT,110,F2,44.7,27.5,10.5
MNHT,111,F2,33.35,22,10.5
MNHT,112,F2,32.2,22,8.5
MNHT,113,F2,49.2,33,17
MNHT,114,F2,51,29.75,11.5
MNHT,116,F2,41,25.5,9
MNHT,117,F2,42.2,30.5,10.5
MNHT,118,F2,52.5,35,13.5
MNHT,119,F2,40.75,36.5,12
MNHT,12,F2,46,28.5,10
MNHT,120,F2,48.7,29,13.5
MNHT,122,F2,40,25.5,11
MNHT,123,F2,47.5,28.5,13
MNHT,124,F2,55.1,39,16
MNHT,125,F2,32.7,19,8.5
MNHT,127,F2,38.5,18.5,12.5
MNHT,128,F2,45.5,32,14
MNHT,13,F2,29.7,32.5,11
MNHT,130,F2,48,22.5,11
MNHT,131,F2,31,25.5,8
MNHT,132,F2,48,32,12
MNHT,133,F2,34.7,27,10
MNHT,134,F2,59.5,46,14
MNHT,135,F2,46.2,26,12
MNHT,137,F2,52.2,35.5,15.5
MNHT,138,F2,48.5,36.5,15.5
MNHT,139,F2,36.7,27.5,13
MNHT,141,F2,31.5,24.5,9.5
MNHT,142,F2,33,31.75,11.25
MNHT,143,F2,48.5,33.5,13.5
MNHT,145,F2,55,35.5,13.5
MNHT,147,F2,30.2,27.5,9.5
MNHT,15,F2,37,27.5,13
MNHT,150,F2,42.2,29.5,10.5
MNHT,151,F2,39.1,26.5,10.75
MNHT,152,F2,36.2,22.5,10.5
MNHT,153,F2,43,40,17
MNHT,154,F2,31.2,21,8
MNHT,155,F2,48.5,40.5,12
MNHT,156,F2,39.2,26,13
MNHT,157,F2,32,18.5,9
MNHT,158,F2,31.5,17.5,9
MNHT,159,F2,30,23,8.5
MNHT,161,F2,34.7,30.5,10.5
MNHT,163,F2,43,27,12
MNHT,164,F2,45.1,35,12.5
MNHT,166,F2,60.7,33.5,16
MNHT,167,F2,40,28.5,15
MNHT,168,F2,38,30.5,10.5
MNHT,169,F2,46.2,33.5,12
MNHT,17,F2,48,22.75,12
MNHT,170,F2,51.2,32,14
MNHT,171,F2,34,22,10
MNHT,172,F2,52.2,45.5,13.5
MNHT,173,F2,45.2,23,12
MNHT,174,F2,46,28,11.5
MNHT,175,F2,65,40.5,17
MNHT,176,F2,44.2,31,10.5
MNHT,177,F2,43.7,33,13
MNHT,178,F2,49,34.5,10.5
MNHT,179,F2,48.5,31,14
MNHT,180,F2,30.6,23.75,7.75
MNHT,181,F2,28.2,19,7.5
MNHT,182,F2,49.5,32.5,14
MNHT,183,F2,37.5,34,12
MNHT,184,F2,50.5,28,12
MNHT,185,F2,40.5,23.5,11
MNHT,186,F2,49.5,32,14.5
MNHT,187,F2,32.4,25.5,11
MNHT,188,F2,45,32,13.5
MNHT,19,F2,42.7,21.5,12
MNHT,191,F2,35.5,32.5,13.5
MNHT,192,F2,47,35.5,14
MNHT,193,F2,59.2,39.5,13.5
MNHT,194,F2,35.3,24.75,9.5
MNHT,195,F2,43.2,27,10.5
MNHT,196,F2,44.5,37,17.5
MNHT,197,F2,30.7,22,9
MNHT,198,F2,42.5,29,11.5
MNHT,199,F2,42.6,27,12
MNHT,2,F2,36.75,25.25,9.75
MNHT,20,F2,42.5,24.5,12
MNHT,200,F2,43.5,32,13.5
MNHT,202,F2,33.2,23,9.5
MNHT,203,F2,31.7,25,8.5
MNHT,204,F2,31,18,9
MNHT,205,F2,35.2,29.5,7.5
MNHT,207,F2,39.7,28.5,11
MNHT,209,F2,44.7,31.5,17
MNHT,21,F2,48.5,30,13.5
MNHT,210,F2,56.5,31,14.5
MNHT,211,F2,36.2,22.5,8.5
MNHT,212,F2,36.7,25.75,11.5
MNHT,213,F2,36.2,20,10
MNHT,215,F2,25.2,33.5,10.5
MNHT,216,F2,31.7,32,13
MNHT,218,F2,32.7,37,9
MNHT,219,F2,42.5,36.5,14.5
MNHT,220,F2,31,23.5,9.5
MNHT,221,F2,42.1,24.75,10.5
MNHT,222,F2,39.2,25.5,11.5
MNHT,223,F2,38.5,28,11.5
MNHT,224,F2,52.5,35,15.5
MNHT,225,F2,33.2,23,9.5
MNHT,226,F2,47.5,37,12.5
MNHT,227,F2,52.2,37.5,14.5
MNHT,228,F2,33.7,22.5,9
MNHT,229,F2,49.6,36.5,13.25
MNHT,23,F2,48.25,31,12.25
MNHT,230,F2,33.5,22,7.5
MNHT,231,F2,49.2,27.5,13.5
MNHT,232,F2,42,34,12
MNHT,233,F2,49.5,33.5,15
MNHT,234,F2,49.2,31,12
MNHT,235,F2,44.6,35.5,11
MNHT,236,F2,31.2,21,10
MNHT,237,F2,45.6,24.25,12.25
MNHT,238,F2,39.7,36.5,12
MNHT,239,F2,32.5,26,13
MNHT,24,F2,51.2,30.5,11.5
MNHT,240,F2,47.5,37.5,12
MNHT,241,F2,44.5,24.25,9.5
MNHT,242,F2,37.7,25.5,10
MNHT,243,F2,36,23,11
MNHT,244,F2,37.5,30,10
MNHT,245,F2,50.7,32.5,13
MNHT,246,F2,33.2,26,10
MNHT,247,F2,49.5,32.5,14.5
MNHT,248,F2,57.7,36,15
MNHT,249,F2,48.5,34,14.5
MNHT,25,F2,44.5,23,12.5
MNHT,250,F2,47.5,30.25,12.75
MNHT,251,F2,25.5,19,9.5
MNHT,252,F2,35.5,25.5,11
MNHT,253,F2,36.5,28,8.5
MNHT,254,F2,35,20.5,9.5
MNHT,255,F2,43.7,26,11.5
MNHT,256,F2,24.2,33.5,9.5
MNHT,257,F2,57.5,33,15
MNHT,258,F2,48,26.5,12.5
MNHT,26,F2,54.5,39.5,18
MNHT,260,F2,46.5,36,14
MNHT,261,F2,46.5,28,13.5
MNHT,262,F2,42.2,37.5,14.5
MNHT,263,F2,52.45,33.25,13.25
MNHT,264,F2,33.2,22,10
MNHT,265,F2,25,27,9
MNHT,267,F2,42.5,29.5,13.5
MNHT,27,F2,40.2,27,12.5
MNHT,270,F2,49.5,38.5,14
MNHT,271,F2,37.7,31.5,13
MNHT,272,F2,43,34.5,14
MNHT,274,F2,37.2,34,10
MNHT,275,F2,40.5,22.25,11.25
MNHT,277,F2,37.7,28.5,13.5
MNHT,278,F2,36.7,38.5,14
MNHT,279,F2,44.5,25.5,14
MNHT,28,F2,51.5,30,12
MNHT,280,F2,45.2,33.5,13
MNHT,282,F2,42.75,29,13
MNHT,283,F2,22.2,23.5,12
MNHT,284,F2,52.2,31,12
MNHT,285,F2,39.7,35,13.5
MNHT,286,F2,40.7,30,11
MNHT,287,F2,41.7,25.5,10
MNHT,288,F2,45.5,37,15
MNHT,289,F2,45.7,39.5,10.5
MNHT,290,F2,50.1,35.25,14
MNHT,292,F2,38,31.5,12
MNHT,293,F2,29.2,17.5,8
MNHT,294,F2,40.2,17.5,9
MNHT,296,F2,49.7,40.5,20.5
MNHT,297,F2,40,25.5,11.5
MNHT,298,F2,29.5,30,12
MNHT,299,F2,44.2,28.5,13
MNHT,3,F2,44,35.5,12.5
MNHT,30,F2,41.7,23,10.5
MNHT,301,F2,42.7,32,12.5
MNHT,302,F2,32.2,22,10
MNHT,303,F2,46,34,15
MNHT,304,F2,43.5,27,13.5
MNHT,305,F2,44,30.5,15.5
MNHT,307,F2,24.1,18,8.5
MNHT,308,F2,52.5,31.5,13.5
MNHT,310,F2,33.7,23,11.5
MNHT,311,F2,47.2,37,13.5
MNHT,312,F2,47.5,29.5,16
MNHT,313,F2,43.2,27.5,13.5
MNHT,314,F2,43.2,22,10.5
MNHT,315,F2,43.2,28,11.75
MNHT,317,F2,47,28,12
MNHT,318,F2,64.7,21.5,13
MNHT,319,F2,39,30.5,12.5
MNHT,32,F2,49.7,27,12.5
MNHT,320,F2,47.5,28,11
MNHT,322,F2,45.7,38.5,13.5
MNHT,323,F2,42.7,29.5,8
MNHT,324,F2,39,35,14.5
MNHT,325,F2,35,27,9.5
MNHT,326,F2,47.2,40,13.5
MNHT,327,F2,41.5,24,10.5
MNHT,328,F2,53.45,38.75,16
MNHT,33,F2,47,26,12
MNHT,330,F2,36.2,24.5,10
MNHT,332,F2,43.5,25.5,14
MNHT,333,F2,45.7,39,17
MNHT,334,F2,39,26,10
MNHT,336,F2,42.85,30.25,13.75
MNHT,337,F2,32,13,7.5
MNHT,338,F2,46,30,12
MNHT,339,F2,33,31.5,11
MNHT,34,F2,48.5,28.5,13.5
MNHT,340,F2,34.7,23.5,8
MNHT,341,F2,38.2,25.75,12.75
MNHT,342,F2,45.7,20,9.5
MNHT,343,F2,33.3,24.75,9.25
MNHT,344,F2,40.7,26,11
MNHT,345,F2,47.2,24,11.5
MNHT,346,F2,37.5,22.5,10.5
MNHT,347,F2,27.5,22.5,7.5
MNHT,348,F2,49.5,33.5,13
MNHT,35,F2,57,32,14
MNHT,350,F2,45,34.5,12
MNHT,352,F2,32.4,16,9
MNHT,353,F2,37.2,29,10
MNHT,354,F2,41.5,39.5,12
MNHT,355,F2,47.7,25.5,12
MNHT,356,F2,26,20,9
MNHT,357,F2,40.2,27,11.5
MNHT,358,F2,40.2,27.5,12
MNHT,359,F2,42.45,30.75,10
MNHT,36,F2,47,30,12
MNHT,360,F2,40.2,27.5,12.5
MNHT,361,F2,29.2,29,10.5
MNHT,364,F2,42,28.25,11.25
MNHT,365,F2,41,26,11.5
MNHT,366,F2,44.2,24,11.5
MNHT,367,F2,35.5,31.5,11
MNHT,368,F2,30.7,17.5,8.5
MNHT,369,F2,35.6,27,12
MNHT,37,F2,40.7,32.5,14
MNHT,370,F2,51.7,29,11.5
MNHT,371,F2,48.7,26,11.5
MNHT,373,F2,35,22,11.5
MNHT,375,F2,34.7,25.5,9
MNHT,377,F2,33.5,23.5,10.5
MNHT,378,F2,38.5,23.25,10.25
MNHT,379,F2,43.6,31,13
MNHT,38,F2,30.2,31,12
MNHT,380,F2,41.2,31,11.5
MNHT,381,F2,42.5,36.5,12
MNHT,382,F2,38,20,10
MNHT,383,F2,30.2,30,9
MNHT,384,F2,27.7,24.5,10
MNHT,385,F2,32.5,29,13
MNHT,386,F2,47.7,30.5,12.25
MNHT,387,F2,32.5,27,7.5
MNHT,388,F2,42.35,29.5,11.5
MNHT,389,F2,40.95,26.25,11.25
MNHT,39,F2,37.75,33.25,11.75
MNHT,390,F2,55.2,34.5,13.5
MNHT,392,F2,40,29,12
MNHT,393,F2,35.2,26.5,11
MNHT,395,F2,27.7,24.5,9
MNHT,396,F2,50.5,26.5,13.5
MNHT,397,F2,41,26.5,10.5
MNHT,398,F2,26,22.5,6.5
MNHT,399,F2,44.7,20,12
MNHT,4,F2,46.5,23,10.5
MNHT,40,F2,29.2,23,7
MNHT,400,F2,41.1,30.25,11
MNHT,402,F2,68.2,33,12
MNHT,403,F2,40.7,33.5,11.5
MNHT,404,F2,47.5,31.5,10.5
MNHT,41,F2,33.35,18.25,9.75
MNHT,42,F2,35.85,24.75,9.5
MNHT,43,F2,46,29,13
MNHT,44,F2,27.1,22.25,9.75
MNHT,46,F2,40.5,32.5,11
MNHT,48,F2,45,26.5,12
MNHT,49,F2,56.2,30,13
MNHT,5,F2,49.7,29,13
MNHT,50,F2,28.7,26.5,7
MNHT,52,F2,37.7,19.5,11.5
MNHT,53,F2,23,25.5,10.5
MNHT,54,F2,47.7,35.5,13.5
MNHT,55,F2,45.7,27.5,14
MNHT,57,F2,34.2,22.5,10.5
MNHT,59,F2,38.5,26,9.5
MNHT,6,F2,51.5,27.5,12
MNHT,60,F2,29.2,19,9
MNHT,61,F2,34,24,12.5
MNHT,62,F2,44.25,30.75,11.25
MNHT,63,F2,36.5,22.5,8
MNHT,65,F2,33.5,31,10.5
MNHT,66,F2,53.45,30.75,13.25
MNHT,67,F2,49.2,29,12.5
MNHT,68,F2,50,36,14.5
MNHT,69,F2,35.7,30.5,14.5
MNHT,7,F2,28,22.5,9.5
MNHT,71,F2,39.7,42,14
MNHT,72,F2,43.25,33,12.5
MNHT,73,F2,44.5,34.5,19
MNHT,74,F2,57,45.5,17.5
MNHT,75,F2,66.5,35,16.5
MNHT,76,F2,50,30.5,13.5
MNHT,79,F2,43.7,28.5,14
MNHT,8,F2,55.2,34,17.5
MNHT,80,F2,36.625,30.75,10.5
MNHT,83,F2,47.7,29,11.5
MNHT,84,F2,33.2,23,10
MNHT,85,F2,44.7,22.25,12
MNHT,86,F2,39,30.5,12
MNHT,87,F2,31.6,25,8.5
MNHT,88,F2,50.5,39,15.5
MNHT,89,F2,49.45,37.25,12
MNHT,9,F2,42.7,23,11.25
MNHT,90,F2,47.7,37,15
MNHT,91,F2,55.7,35,15
MNHT,93,F2,45.5,27.5,16
MNHT,94,F2,39.25,29.5,10.5
MNHT,97,F2,39.7,26,12
MNHT,99,F2,41.5,31,10
MNHT,AP13,F0,62.23947368,40.13157895,15.02631579
MNHT,DAC,F0,27.175,19.75,7.375
MNHT,VS16,F0,37.35,26.27777778,11.22222222
MNHT,WBC,F0,58.84,38.9,15.43333333
OVTN,1,F2,38.4,25.5,10.5
OVTN,10,F2,39.05,21.5,9
OVTN,100,F2,48.15,27.5,12
OVTN,101,F2,43.65,27,12
OVTN,102,F2,48.1,26.5,12.5
OVTN,103,F2,51.15,33.5,13
OVTN,104,F2,35.1,21.5,11.5
OVTN,105,F2,54.65,28,13
OVTN,106,F2,47.9,33,11.5
OVTN,107,F2,41.4,24.5,12.5
OVTN,108,F2,41.25,25.5,12
OVTN,11,F2,42.6,23.5,12
OVTN,110,F2,36.05,28,10.5
OVTN,112,F2,33.05,30.5,11.5
OVTN,113,F2,53.3,34.5,16.5
OVTN,115,F2,43.95,28.5,13.5
OVTN,116,F2,37.35,26.5,12
OVTN,118,F2,43.6,27.5,14
OVTN,119,F2,45.15,33.5,12
OVTN,12,F2,28.1,19,9.5
OVTN,120,F2,44.025,24.25,13.25
OVTN,122,F2,37.35,27,12
OVTN,123,F2,46.85,30,14
OVTN,125,F2,40.725,22.25,11.25
OVTN,126,F2,31.95,20.5,10.5
OVTN,127,F2,38.45,22,12
OVTN,128,F2,38.55,26,14.5
OVTN,13,F2,38.7,32.5,13
OVTN,130,F2,53.1,21.25,13
OVTN,131,F2,43.15,28.5,12
OVTN,132,F2,50.55,26.5,14
OVTN,133,F2,38.4,35.5,11.5
OVTN,134,F2,65.65,51.5,18.5
OVTN,135,F2,46.85,25,12.5
OVTN,136,F2,53.3,32,17
OVTN,137,F2,47.4,32,13.5
OVTN,138,F2,47.15,32.25,14.75
OVTN,139,F2,38.35,32,14
OVTN,14,F2,46.35,34.5,14
OVTN,140,F2,41.8,39.5,15
OVTN,141,F2,42.2,29.25,13.75
OVTN,142,F2,39.3,25,13
OVTN,143,F2,60.3,37.5,12.5
OVTN,145,F2,44.3,27.5,11.5
OVTN,146,F2,47.67,28,13
OVTN,147,F2,43.8,27,13
OVTN,15,F2,47.35,34,14.5
OVTN,150,F2,36.2,24,10.5
OVTN,151,F2,55.25,31,14
OVTN,152,F2,36.2,23.5,13
OVTN,153,F2,45.1,35,13
OVTN,154,F2,48.1,27.25,12.75
OVTN,155,F2,41.15,37.5,11
OVTN,156,F2,39.25,19,10
OVTN,157,F2,50.35,26.5,15.5
OVTN,158,F2,32.8,17.5,11.5
OVTN,159,F2,43.4,30.75,13.5
OVTN,16,F2,44.4,21.5,13
OVTN,160,F2,43.35,29.5,14
OVTN,161,F2,41.1,31.5,13
OVTN,163,F2,31.7,20.5,9.5
OVTN,165,F2,45.9,31,14
OVTN,166,F2,54.05,40,12
OVTN,169,F2,43.45,29,12.5
OVTN,17,F2,51.05,27,16
OVTN,170,F2,48.6,23.5,14.5
OVTN,171,F2,35.1,22.5,10
OVTN,173,F2,44.1,21.5,8.5
OVTN,174,F2,47.65,25,13.5
OVTN,175,F2,64.075,38.75,16.25
OVTN,176,F2,50.75,36.5,13.5
OVTN,177,F2,41.2,27,8.5
OVTN,178,F2,62.55,36,12.5
OVTN,179,F2,53.8,32.5,14
OVTN,18,F2,41.7,22,12
OVTN,180,F2,42.15,24.5,13.5
OVTN,181,F2,36.75,21,11
OVTN,182,F2,50.35,27.5,16
OVTN,183,F2,46.45,26,12.5
OVTN,184,F2,50,27,13.5
OVTN,185,F2,39.25,28,12
OVTN,186,F2,45.15,28,16.5
OVTN,187,F2,45.85,27.5,13.5
OVTN,188,F2,42.9,29.5,13.5
OVTN,189,F2,37.95,29.5,11.5
OVTN,19,F2,51.25,23,12
OVTN,190,F2,39.55,24,11
OVTN,191,F2,34.1,31.5,11.5
OVTN,192,F2,45.05,29,12.5
OVTN,193,F2,50.1,33.25,13.25
OVTN,194,F2,51.05,34.5,13
OVTN,195,F2,35.2,20.5,11
OVTN,196,F2,43.2,35.5,18.5
OVTN,197,F2,44.8,27.5,14
OVTN,198,F2,45.2,29,12.5
OVTN,199,F2,41.3,27.5,12
OVTN,20,F2,42.2,29,13.5
OVTN,200,F2,51.2,28.5,15
OVTN,201,F2,42.1,25.5,11
OVTN,202,F2,34.65,23.5,10
OVTN,203,F2,35.55,28,10.5
OVTN,205,F2,40.1,30,12.5
OVTN,207,F2,44.85,33,14
OVTN,210,F2,49.6,35,14.5
OVTN,212,F2,31.9,25,11
OVTN,213,F2,49.1,24,12.5
OVTN,214,F2,40.6,28,10.5
OVTN,215,F2,40.2,32,12
OVTN,216,F2,33.4,29.5,11.5
OVTN,217,F2,48.5,30.5,12.5
OVTN,218,F2,40.3,40,13.5
OVTN,219,F2,44.45,37.5,17
OVTN,22,F2,39.2,21.5,10
OVTN,220,F2,41.25,26.5,12.5
OVTN,221,F2,46.35,25,12
OVTN,222,F2,38.6,31,12
OVTN,223,F2,43.75,31.5,12.5
OVTN,224,F2,48.2,30,16.5
OVTN,225,F2,45.95,27,12
OVTN,226,F2,48.2,36,13.5
OVTN,227,F2,49.1,37,14
OVTN,228,F2,35.85,19.5,10
OVTN,229,F2,59.4,39.5,17
OVTN,23,F2,52.25,35.5,16.5
OVTN,230,F2,44.3,25,7.5
OVTN,231,F2,50,25,11
OVTN,233,F2,53.6,30,14
OVTN,234,F2,40.3,23.5,12.5
OVTN,237,F2,52.85,26,16
OVTN,238,F2,45.625,33.25,13.75
OVTN,239,F2,49,29,16
OVTN,240,F2,47.85,33,15
OVTN,241,F2,43.3,24,13
OVTN,242,F2,42.65,28.5,11.5
OVTN,243,F2,47.85,25.5,13
OVTN,244,F2,56.825,35.75,16.5
OVTN,245,F2,45.75,29.5,14.5
OVTN,247,F2,51.3,35.5,15.5
OVTN,248,F2,54.9,36,15.5
OVTN,249,F2,39.1,29.5,12
OVTN,25,F2,36.05,19,12.5
OVTN,250,F2,55.25,33.5,13.5
OVTN,251,F2,41.8,29.5,13.5
OVTN,252,F2,42.85,26.5,14.5
