"SITE","LINE","FL50","HT","SITE2"
"OVTN",28,"178","188","OVTN"
"OVTN",29,"172","152","OVTN"
"OVTN",30,"153","174","OVTN"
"OVTN",31,"*","*","OVTN"
"OVTN",32,"176","181.5","OVTN"
"OVTN",33,"149","158","OVTN"
"OVTN",34,"150","157","OVTN"
"OVTN",35,"176.5","153.5","OVTN"
"OVTN",36,"160","175","OVTN"
"OVTN",37,"169","155","OVTN"
"OVTN",38,"*","*","OVTN"
"OVTN",39,"*","*","OVTN"
"OVTN",40,"202","198","OVTN"
"OVTN",41,"144","145","OVTN"
"OVTN",42,"156","157","OVTN"
"OVTN",43,"158","173","OVTN"
"OVTN",44,"167","176","OVTN"
"OVTN",45,"167","155","OVTN"
"OVTN",46,"157","178","OVTN"
"OVTN",47,"171","150","OVTN"
"OVTN",48,"151","160","OVTN"
"OVTN",49,"146","166","OVTN"
"OVTN",50,"152","140","OVTN"
"OVTN",52,"*","*","OVTN"
"OVTN",53,"157","161","OVTN"
"OVTN",54,"158","175","OVTN"
"OVTN",55,"151","177","OVTN"
"OVTN",56,"151","173","OVTN"
"OVTN",57,"138.5","170","OVTN"
"OVTN",58,"151","163","OVTN"
"OVTN",59,"*","*","OVTN"
"OVTN",60,"*","*","OVTN"
"OVTN",61,"134","194","OVTN"
"OVTN",62,"188","180","OVTN"
"OVTN",63,"156","165","OVTN"
"OVTN",64,"151","140","OVTN"
"OVTN",65,"178","183","OVTN"
"OVTN",66,"194","185","OVTN"
"OVTN",67,"151","155","OVTN"
"OVTN",68,"*","*","OVTN"
"OVTN",69,"186","152","OVTN"
"OVTN",70,"150","152","OVTN"
"OVTN",71,"202","183","OVTN"
"OVTN",72,"145","162","OVTN"
"OVTN",73,"150","172","OVTN"
"OVTN",74,"170.5","198","OVTN"
"OVTN",75,"192","192","OVTN"
"OVTN",76,"198","161","OVTN"
"OVTN",77,"151","151","OVTN"
"OVTN",78,"*","*","OVTN"
"OVTN",79,"157","168","OVTN"
"OVTN",80,"150","152","OVTN"
"OVTN",81,"134","150","OVTN"
"OVTN",83,"181.5","171.5","OVTN"
"OVTN",84,"171","135","OVTN"
"OVTN",85,"171","160","OVTN"
"OVTN",86,"167","158","OVTN"
"OVTN",87,"151","160","OVTN"
"OVTN",88,"201.5","179","OVTN"
"OVTN",89,"157","147","OVTN"
"OVTN",90,"200","183","OVTN"
"OVTN",91,"192","181","OVTN"
"OVTN",93,"169","200","OVTN"
"OVTN",94,"151","150","OVTN"
"OVTN",95,"157","143","OVTN"
"OVTN",96,"150","135","OVTN"
"OVTN",97,"151","158","OVTN"
"OVTN",98,"154","184","OVTN"
"OVTN",99,"171","147","OVTN"
"OVTN",100,"184","193","OVTN"
"OVTN",101,"178","165","OVTN"
"OVTN",102,"160","168","OVTN"
"OVTN",103,"160","183","OVTN"
"OVTN",104,"157","155","OVTN"
"OVTN",105,"197","194","OVTN"
"OVTN",106,"168","175","OVTN"
"OVTN",107,"157","160","OVTN"
"OVTN",108,"156","156","OVTN"
"OVTN",110,"146","183","OVTN"
"OVTN",111,"*","*","OVTN"
"OVTN",112,"152","153","OVTN"
"OVTN",113,"191","194","OVTN"
"OVTN",114,"*","*","OVTN"
"OVTN",115,"181","185","OVTN"
"OVTN",116,"170","163","OVTN"
"OVTN",117,"*","*","OVTN"
"OVTN",118,"161","185","OVTN"
"OVTN",119,"174","176","OVTN"
"OVTN",120,"166.5","178.5","OVTN"
"OVTN",122,"145","155","OVTN"
"OVTN",123,"199","178","OVTN"
"OVTN",125,"167.5","149.5","OVTN"
"OVTN",126,"144","137","OVTN"
"OVTN",127,"143","155","OVTN"
"OVTN",128,"158","152","OVTN"
"OVTN",130,"157.5","188","OVTN"
"OVTN",131,"146","160","OVTN"
"OVTN",132,"171","180","OVTN"
"OVTN",134,"172","191","OVTN"
"OVTN",135,"158.5","192","OVTN"
"OVTN",136,"159","157","OVTN"
"OVTN",137,"203","183","OVTN"
"OVTN",138,"149.5","194.5","OVTN"
"OVTN",139,"150","137","OVTN"
"OVTN",141,"165","163","OVTN"
"OVTN",142,"151","160","OVTN"
"OVTN",143,"168","213","OVTN"
"OVTN",144,"*","*","OVTN"
"OVTN",145,"175","160","OVTN"
"OVTN",146,"156","167","OVTN"
"OVTN",147,"151","163","OVTN"
"OVTN",148,"*","*","OVTN"
"OVTN",150,"144","155","OVTN"
"OVTN",151,"158","165","OVTN"
"OVTN",152,"150","150","OVTN"
"OVTN",153,"158","173","OVTN"
"OVTN",154,"157","172","OVTN"
"OVTN",155,"171","205","OVTN"
"OVTN",156,"146","152","OVTN"
"OVTN",157,"167","173","OVTN"
"OVTN",158,"164","150","OVTN"
"OVTN",159,"202","175.5","OVTN"
"OVTN",160,"145","152","OVTN"
"OVTN",161,"169","175","OVTN"
"OVTN",163,"145","120","OVTN"
"OVTN",164,"*","*","OVTN"
"OVTN",165,"179","157","OVTN"
"OVTN",166,"177","213","OVTN"
"OVTN",167,"*","*","OVTN"
"OVTN",168,"*","*","OVTN"
"OVTN",169,"156","198","OVTN"
"OVTN",170,"144","182","OVTN"
"OVTN",171,"142","127","OVTN"
"OVTN",172,"*","*","OVTN"
"OVTN",173,"141","145","OVTN"
"OVTN",174,"149","154","OVTN"
"OVTN",175,"193.5","192","OVTN"
"OVTN",176,"153","170","OVTN"
"OVTN",177,"158","173","OVTN"
"OVTN",178,"151","186","OVTN"
"OVTN",179,"157","163","OVTN"
"OVTN",180,"190","175","OVTN"
"OVTN",181,"158","140","OVTN"
"OVTN",182,"156","198","OVTN"
"OVTN",184,"157","163","OVTN"
"OVTN",185,"144","154","OVTN"
"OVTN",186,"193","171","OVTN"
"OVTN",187,"178","171","OVTN"
"OVTN",188,"204","178","OVTN"
"OVTN",189,"165","188","OVTN"
"OVTN",190,"172","155","OVTN"
"OVTN",191,"157","160","OVTN"
"OVTN",192,"167","157","OVTN"
"OVTN",193,"191.5","184","OVTN"
"OVTN",194,"194","195","OVTN"
"OVTN",195,"157","148","OVTN"
"OVTN",196,"211","191","OVTN"
"OVTN",197,"179","188","OVTN"
"OVTN",198,"150","183","OVTN"
"OVTN",199,"186","168","OVTN"
"OVTN",200,"177","183","OVTN"
"OVTN",201,"171","152","OVTN"
"OVTN",202,"142","142","OVTN"
"OVTN",203,"158","147","OVTN"
"OVTN",204,"*","*","OVTN"
"OVTN",205,"152","147","OVTN"
"OVTN",206,"*","*","OVTN"
"OVTN",207,"156","160","OVTN"
"OVTN",208,"*","*","OVTN"
"OVTN",209,"*","*","OVTN"
"OVTN",210,"204","173","OVTN"
"OVTN",211,"*","*","OVTN"
"OVTN",212,"151","172","OVTN"
"OVTN",213,"172","168","OVTN"
"OVTN",214,"203","183","OVTN"
"OVTN",215,"162","157","OVTN"
"OVTN",216,"156","165","OVTN"
"OVTN",217,"149","173","OVTN"
"OVTN",218,"188","191","OVTN"
"OVTN",219,"199","184","OVTN"
"OVTN",220,"151","156","OVTN"
"OVTN",221,"183","160","OVTN"
"OVTN",222,"200","157","OVTN"
"OVTN",223,"188","176","OVTN"
"OVTN",224,"201","200","OVTN"
"OVTN",225,"143","168","OVTN"
"OVTN",226,"149","157","OVTN"
"OVTN",227,"169","156","OVTN"
"OVTN",228,"141","156","OVTN"
"OVTN",229,"158","178","OVTN"
"OVTN",230,"142","170","OVTN"
"OVTN",231,"151","155","OVTN"
"OVTN",232,"*","*","OVTN"
"OVTN",233,"158","168","OVTN"
"OVTN",234,"171","173","OVTN"
"OVTN",235,"*","*","OVTN"
"OVTN",236,"*","*","OVTN"
"OVTN",237,"151","163","OVTN"
"OVTN",238,"182.5","180","OVTN"
"OVTN",239,"175","203","OVTN"
"OVTN",240,"156","160","OVTN"
"OVTN",241,"202","165","OVTN"
"OVTN",242,"168","142","OVTN"
"OVTN",243,"151","170","OVTN"
"OVTN",244,"182.5","221","OVTN"
"OVTN",245,"185","168","OVTN"
"OVTN",246,"*","*","OVTN"
"OVTN",247,"197","173","OVTN"
"OVTN",248,"197","203","OVTN"
"OVTN",249,"181","195","OVTN"
"OVTN",250,"198","190","OVTN"
"OVTN",251,"201","165","OVTN"
"OVTN",252,"150","184","OVTN"
"OVTN",253,"150","186","OVTN"
"OVTN",254,"141","142","OVTN"
"OVTN",255,"141","151","OVTN"
"OVTN",256,"*","*","OVTN"
"OVTN",257,"149","163","OVTN"
"OVTN",258,"144","157","OVTN"
"OVTN",259,"161","166","OVTN"
"OVTN",260,"162","171","OVTN"
"OVTN",261,"164","175","OVTN"
"OVTN",262,"172","162","OVTN"
"OVTN",263,"161","178","OVTN"
"OVTN",264,"171","186","OVTN"
"OVTN",265,"150","161","OVTN"
"OVTN",266,"160","176","OVTN"
"OVTN",267,"174","157","OVTN"
"OVTN",268,"166","180","OVTN"
"OVTN",269,"152.5","148.5","OVTN"
"OVTN",270,"164","197","OVTN"
"OVTN",271,"159","151","OVTN"
"OVTN",272,"153.5","167.5","OVTN"
"OVTN",273,"*","*","OVTN"
"OVTN",274,"151","168","OVTN"
"OVTN",275,"*","*","OVTN"
"OVTN",276,"*","*","OVTN"
"OVTN",277,"192","168","OVTN"
"OVTN",278,"194","178","OVTN"
"OVTN",279,"185","173","OVTN"
"OVTN",280,"186","165","OVTN"
"OVTN",281,"150","155","OVTN"
"OVTN",282,"171","155","OVTN"
"OVTN",283,"141","156","OVTN"
"OVTN",284,"161","178","OVTN"
"OVTN",285,"170.5","191.5","OVTN"
"OVTN",286,"144","177","OVTN"
"OVTN",287,"*","*","OVTN"
"OVTN",288,"174","193","OVTN"
"OVTN",289,"170","175","OVTN"
"OVTN",290,"180","157","OVTN"
"OVTN",291,"141","191","OVTN"
"OVTN",292,"166","155","OVTN"
"OVTN",293,"147","147.5","OVTN"
"OVTN",294,"149","157","OVTN"
"OVTN",296,"197","171","OVTN"
"OVTN",297,"159","161","OVTN"
"OVTN",298,"183","152","OVTN"
"OVTN",299,"202.5","187.5","OVTN"
"OVTN",300,"174","160","OVTN"
"OVTN",301,"145","168","OVTN"
"OVTN",302,"138","152","OVTN"
"OVTN",303,"155","207","OVTN"
"OVTN",304,"166","172","OVTN"
"OVTN",305,"157","153","OVTN"
"OVTN",306,"149","157","OVTN"
"OVTN",307,"162","161.5","OVTN"
"OVTN",308,"160","163","OVTN"
"OVTN",310,"171","157","OVTN"
"OVTN",311,"151","163","OVTN"
"OVTN",312,"197","171","OVTN"
"OVTN",313,"144","174","OVTN"
"OVTN",314,"150","152","OVTN"
"OVTN",315,"151","162","OVTN"
"OVTN",316,"*","*","OVTN"
"OVTN",317,"157","163","OVTN"
"OVTN",318,"144","169","OVTN"
"OVTN",319,"155","171","OVTN"
"OVTN",320,"161","170","OVTN"
"OVTN",322,"156","186","OVTN"
"OVTN",323,"195","124.5","OVTN"
"OVTN",324,"160","165","OVTN"
"OVTN",325,"152","180","OVTN"
"OVTN",326,"159","163","OVTN"
"OVTN",327,"188.5","156","OVTN"
"OVTN",328,"157","212","OVTN"
"OVTN",330,"139.5","157","OVTN"
"OVTN",332,"188","161","OVTN"
"OVTN",333,"201","183","OVTN"
"OVTN",334,"175","188","OVTN"
"OVTN",335,"*","*","OVTN"
"OVTN",336,"202","163","OVTN"
"OVTN",337,"175","144.5","OVTN"
"OVTN",338,"*","*","OVTN"
"OVTN",339,"145","157.5","OVTN"
"OVTN",340,"171","161","OVTN"
"OVTN",341,"146","148","OVTN"
"OVTN",342,"146","164","OVTN"
"OVTN",343,"144","151","OVTN"
"OVTN",344,"*","*","OVTN"
"OVTN",345,"136","132","OVTN"
"OVTN",346,"169","180","OVTN"
"OVTN",347,"167","127","OVTN"
"OVTN",349,"191","153","OVTN"
"OVTN",350,"174","182","OVTN"
"OVTN",352,"*","*","OVTN"
"OVTN",353,"159","187","OVTN"
"OVTN",354,"164","144.5","OVTN"
"OVTN",355,"158","171","OVTN"
"OVTN",356,"152","156","OVTN"
"OVTN",358,"159.5","170.5","OVTN"
"OVTN",359,"158","173","OVTN"
"OVTN",360,"158","163.5","OVTN"
"OVTN",361,"181","157","OVTN"
"OVTN",362,"181","208","OVTN"
"OVTN",363,"150","180","OVTN"
"OVTN",364,"172","176","OVTN"
"OVTN",365,"136","167","OVTN"
"OVTN",366,"157","187","OVTN"
"OVTN",367,"157","171","OVTN"
"OVTN",368,"150","152","OVTN"
"OVTN",369,"171","182","OVTN"
"OVTN",370,"196","160","OVTN"
"OVTN",371,"173","167","OVTN"
"OVTN",372,"158.5","163","OVTN"
"OVTN",373,"171","166","OVTN"
"OVTN",374,"171","155","OVTN"
"OVTN",375,"169","176","OVTN"
"OVTN",376,"198","163","OVTN"
"OVTN",377,"183.5","168.5","OVTN"
"OVTN",378,"192","187","OVTN"
"OVTN",379,"169","185","OVTN"
"OVTN",380,"157","172","OVTN"
"OVTN",381,"154","152","OVTN"
"OVTN",382,"164","172","OVTN"
"OVTN",383,"150","172","OVTN"
"OVTN",384,"150","147","OVTN"
"OVTN",386,"185","170","OVTN"
"OVTN",388,"156","160","OVTN"
"OVTN",389,"162","186","OVTN"
"OVTN",390,"183.5","186","OVTN"
"OVTN",391,"158","152","OVTN"
"OVTN",392,"152","183","OVTN"
"OVTN",393,"161","168","OVTN"
"OVTN",394,"*","*","OVTN"
"OVTN",395,"151","171","OVTN"
"OVTN",396,"150.5","154","OVTN"
"OVTN",397,"171","189","OVTN"
"OVTN",398,"198","168","OVTN"
"OVTN",399,"*","*","OVTN"
"OVTN",400,"163","191","OVTN"
"OVTN",402,"197","183","OVTN"
"OVTN",403,"153.5","159.5","OVTN"
"OVTN",404,"150","156","OVTN"
"PKLE",1,"124","145","PKLE"
"PKLE",2,"153","170","PKLE"
"PKLE",3,"139","160","PKLE"
"PKLE",4,"151","170","PKLE"
"PKLE",5,"141","175","PKLE"
"PKLE",7,"141","130","PKLE"
"PKLE",8,"139","165","PKLE"
"PKLE",9,"131","165","PKLE"
"PKLE",10,"139","140","PKLE"
"PKLE",11,"139","165","PKLE"
"PKLE",12,"141","150","PKLE"
"PKLE",13,"168","175","PKLE"
"PKLE",14,"139","155","PKLE"
"PKLE",15,"193","215","PKLE"
"PKLE",16,"141","195","PKLE"
"PKLE",17,"159","215","PKLE"
"PKLE",18,"151","170","PKLE"
"PKLE",19,"139","150","PKLE"
"PKLE",20,"172","180","PKLE"
"PKLE",21,"*","*","PKLE"
"PKLE",22,"139","135","PKLE"
"PKLE",23,"153","210","PKLE"
"PKLE",24,"*","*","PKLE"
"PKLE",25,"153","160","PKLE"
"PKLE",26,"139","140","PKLE"
"PKLE",27,"*","*","PKLE"
"PKLE",28,"149","165","PKLE"
"PKLE",29,"131","160","PKLE"
"PKLE",30,"141","180","PKLE"
"PKLE",31,"141","145","PKLE"
"PKLE",32,"149","180","PKLE"
"PKLE",33,"141","160","PKLE"
"PKLE",34,"139","140","PKLE"
"PKLE",35,"139","155","PKLE"
"PKLE",36,"145","170","PKLE"
"PKLE",37,"153","170","PKLE"
"PKLE",38,"141","175","PKLE"
"PKLE",39,"153","125","PKLE"
"PKLE",40,"176","185","PKLE"
"PKLE",41,"124","155","PKLE"
"PKLE",42,"141","145","PKLE"
"PKLE",43,"149","170","PKLE"
"PKLE",44,"162","160","PKLE"
"PKLE",45,"*","*","PKLE"
"PKLE",46,"139","165","PKLE"
"PKLE",47,"*","*","PKLE"
"PKLE",48,"145","155","PKLE"
"PKLE",49,"*","*","PKLE"
"PKLE",50,"*","*","PKLE"
"PKLE",52,"119","140","PKLE"
"PKLE",53,"151","175","PKLE"
"PKLE",54,"151","175","PKLE"
"PKLE",55,"131","175","PKLE"
"PKLE",56,"141","170","PKLE"
"PKLE",57,"*","*","PKLE"
"PKLE",58,"141","180","PKLE"
"PKLE",59,"*","*","PKLE"
"PKLE",60,"*","*","PKLE"
"PKLE",61,"151","200","PKLE"
"PKLE",62,"145","190","PKLE"
"PKLE",63,"131","150","PKLE"
"PKLE",64,"*","*","PKLE"
"PKLE",65,"149","180","PKLE"
"PKLE",66,"149","235","PKLE"
"PKLE",67,"151","145","PKLE"
"PKLE",68,"141","180","PKLE"
"PKLE",69,"149","180","PKLE"
"PKLE",70,"141","165","PKLE"
"PKLE",71,"*","*","PKLE"
"PKLE",72,"124","155","PKLE"
"PKLE",73,"145","170","PKLE"
"PKLE",74,"149","210","PKLE"
"PKLE",75,"*","*","PKLE"
"PKLE",76,"139","130","PKLE"
"PKLE",77,"141","160","PKLE"
"PKLE",78,"141","170","PKLE"
"PKLE",79,"141","175","PKLE"
"PKLE",80,"151","160","PKLE"
"PKLE",81,"128","120","PKLE"
"PKLE",83,"149","165","PKLE"
"PKLE",84,"131","140","PKLE"
"PKLE",85,"131","155","PKLE"
"PKLE",86,"151","170","PKLE"
"PKLE",87,"149","165","PKLE"
"PKLE",88,"*","*","PKLE"
"PKLE",89,"151","165","PKLE"
"PKLE",90,"151","165","PKLE"
"PKLE",91,"198","190","PKLE"
"PKLE",93,"151","180","PKLE"
"PKLE",94,"*","*","PKLE"
"PKLE",95,"135","155","PKLE"
"PKLE",96,"*","*","PKLE"
"PKLE",97,"151","175","PKLE"
"PKLE",98,"*","*","PKLE"
"PKLE",99,"139","135","PKLE"
"PKLE",100,"151","165","PKLE"
"PKLE",101,"162","155","PKLE"
"PKLE",102,"*","*","PKLE"
"PKLE",103,"*","*","PKLE"
"PKLE",104,"141","150","PKLE"
"PKLE",105,"193","205","PKLE"
"PKLE",106,"153","175","PKLE"
"PKLE",107,"151","130","PKLE"
"PKLE",108,"*","*","PKLE"
"PKLE",110,"124","180","PKLE"
"PKLE",111,"131","165","PKLE"
"PKLE",112,"174","205","PKLE"
"PKLE",113,"141","210","PKLE"
"PKLE",114,"168","185","PKLE"
"PKLE",115,"139","150","PKLE"
"PKLE",116,"*","*","PKLE"
"PKLE",117,"141","160","PKLE"
"PKLE",118,"135","185","PKLE"
"PKLE",119,"141","175","PKLE"
"PKLE",120,"*","*","PKLE"
"PKLE",122,"131","165","PKLE"
"PKLE",123,"151","175","PKLE"
"PKLE",125,"141","135","PKLE"
"PKLE",126,"131","135","PKLE"
"PKLE",127,"131","145","PKLE"
"PKLE",128,"151","155","PKLE"
"PKLE",130,"151","185","PKLE"
"PKLE",131,"141","150","PKLE"
"PKLE",132,"145","175","PKLE"
"PKLE",134,"153","185","PKLE"
"PKLE",135,"145","165","PKLE"
"PKLE",136,"*","*","PKLE"
"PKLE",137,"162","210","PKLE"
"PKLE",138,"131","155","PKLE"
"PKLE",139,"141","125","PKLE"
"PKLE",141,"*","*","PKLE"
"PKLE",142,"135","165","PKLE"
"PKLE",143,"153","195","PKLE"
"PKLE",144,"153","185","PKLE"
"PKLE",145,"141","165","PKLE"
"PKLE",146,"159","115","PKLE"
"PKLE",147,"*","*","PKLE"
"PKLE",148,"141","160","PKLE"
"PKLE",150,"124","145","PKLE"
"PKLE",151,"141","175","PKLE"
"PKLE",152,"*","*","PKLE"
"PKLE",153,"159","165","PKLE"
"PKLE",154,"141","185","PKLE"
"PKLE",155,"168","165","PKLE"
"PKLE",156,"145","150","PKLE"
"PKLE",157,"119","130","PKLE"
"PKLE",158,"139","120","PKLE"
"PKLE",159,"*","*","PKLE"
"PKLE",160,"*","*","PKLE"
"PKLE",161,"141","165","PKLE"
"PKLE",163,"*","*","PKLE"
"PKLE",164,"153","160","PKLE"
"PKLE",165,"*","*","PKLE"
"PKLE",166,"179","230","PKLE"
"PKLE",167,"153","155","PKLE"
"PKLE",168,"151","165","PKLE"
"PKLE",169,"151","175","PKLE"
"PKLE",170,"149","140","PKLE"
"PKLE",171,"119","150","PKLE"
"PKLE",172,"149","165","PKLE"
"PKLE",173,"131","125","PKLE"
"PKLE",174,"151","160","PKLE"
"PKLE",175,"159","180","PKLE"
"PKLE",176,"141","160","PKLE"
"PKLE",177,"149","155","PKLE"
"PKLE",178,"131","185","PKLE"
"PKLE",179,"*","*","PKLE"
"PKLE",180,"*","*","PKLE"
"PKLE",181,"*","*","PKLE"
"PKLE",182,"139","190","PKLE"
"PKLE",184,"172","130","PKLE"
"PKLE",185,"124","140","PKLE"
"PKLE",186,"*","*","PKLE"
"PKLE",187,"149","195","PKLE"
"PKLE",188,"151","175","PKLE"
"PKLE",189,"139","170","PKLE"
"PKLE",190,"*","*","PKLE"
"PKLE",191,"131","165","PKLE"
"PKLE",192,"*","*","PKLE"
"PKLE",193,"153","170","PKLE"
"PKLE",194,"151","200","PKLE"
"PKLE",195,"139","160","PKLE"
"PKLE",196,"*","*","PKLE"
"PKLE",197,"168","175","PKLE"
"PKLE",198,"151","175","PKLE"
"PKLE",199,"151","165","PKLE"
"PKLE",200,"139","180","PKLE"
"PKLE",201,"139","160","PKLE"
"PKLE",202,"*","*","PKLE"
"PKLE",203,"131","155","PKLE"
"PKLE",204,"210","175","PKLE"
"PKLE",205,"141","145","PKLE"
"PKLE",206,"*","*","PKLE"
"PKLE",207,"145","165","PKLE"
"PKLE",208,"124","140","PKLE"
"PKLE",209,"162","140","PKLE"
"PKLE",210,"174","205","PKLE"
"PKLE",211,"145","130","PKLE"
"PKLE",212,"*","*","PKLE"
"PKLE",213,"149","185","PKLE"
"PKLE",214,"162","155","PKLE"
"PKLE",215,"149","175","PKLE"
"PKLE",216,"141","160","PKLE"
"PKLE",217,"153","170","PKLE"
"PKLE",218,"149","185","PKLE"
"PKLE",219,"*","*","PKLE"
"PKLE",220,"135","135","PKLE"
"PKLE",221,"135","155","PKLE"
"PKLE",222,"149","190","PKLE"
"PKLE",223,"151","190","PKLE"
"PKLE",224,"162","175","PKLE"
"PKLE",225,"151","185","PKLE"
"PKLE",226,"153","145","PKLE"
"PKLE",227,"162","155","PKLE"
"PKLE",228,"131","170","PKLE"
"PKLE",229,"141","165","PKLE"
"PKLE",230,"139","155","PKLE"
"PKLE",231,"139","145","PKLE"
"PKLE",232,"141","160","PKLE"
"PKLE",233,"*","*","PKLE"
"PKLE",234,"151","200","PKLE"
"PKLE",235,"141","145","PKLE"
"PKLE",236,"131","165","PKLE"
"PKLE",237,"149","150","PKLE"
"PKLE",238,"*","*","PKLE"
"PKLE",239,"151","225","PKLE"
"PKLE",240,"*","*","PKLE"
"PKLE",241,"*","*","PKLE"
"PKLE",242,"153","135","PKLE"
"PKLE",243,"139","170","PKLE"
"PKLE",244,"151","220","PKLE"
"PKLE",245,"149","180","PKLE"
"PKLE",246,"141","170","PKLE"
"PKLE",247,"151","175","PKLE"
"PKLE",248,"166","175","PKLE"
"PKLE",249,"145","170","PKLE"
"PKLE",250,"198","190","PKLE"
"PKLE",251,"*","*","PKLE"
"PKLE",252,"141","160","PKLE"
"PKLE",253,"*","*","PKLE"
"PKLE",254,"128","145","PKLE"
"PKLE",255,"135","145","PKLE"
"PKLE",256,"162","185","PKLE"
"PKLE",257,"139","160","PKLE"
"PKLE",258,"*","*","PKLE"
"PKLE",259,"149","170","PKLE"
"PKLE",260,"153","165","PKLE"
"PKLE",261,"168","170","PKLE"
"PKLE",262,"*","*","PKLE"
"PKLE",263,"151","165","PKLE"
"PKLE",264,"187","175","PKLE"
"PKLE",265,"139","165","PKLE"
"PKLE",266,"*","*","PKLE"
"PKLE",267,"151","160","PKLE"
"PKLE",268,"*","*","PKLE"
"PKLE",269,"*","*","PKLE"
"PKLE",270,"139","205","PKLE"
"PKLE",271,"*","*","PKLE"
"PKLE",272,"151","180","PKLE"
"PKLE",273,"153","165","PKLE"
"PKLE",274,"141","175","PKLE"
"PKLE",275,"141","155","PKLE"
"PKLE",276,"*","*","PKLE"
"PKLE",277,"151","155","PKLE"
"PKLE",278,"*","*","PKLE"
"PKLE",279,"141","180","PKLE"
"PKLE",280,"*","*","PKLE"
"PKLE",281,"139","150","PKLE"
"PKLE",282,"*","*","PKLE"
"PKLE",283,"*","*","PKLE"
"PKLE",284,"139","185","PKLE"
"PKLE",285,"*","*","PKLE"
"PKLE",286,"151","150","PKLE"
"PKLE",287,"151","165","PKLE"
"PKLE",288,"*","*","PKLE"
"PKLE",289,"151","175","PKLE"
"PKLE",290,"*","*","PKLE"
"PKLE",291,"*","*","PKLE"
"PKLE",292,"153","155","PKLE"
"PKLE",293,"131","150","PKLE"
"PKLE",294,"145","140","PKLE"
"PKLE",296,"151","170","PKLE"
"PKLE",297,"147","180","PKLE"
"PKLE",298,"*","*","PKLE"
"PKLE",299,"149","200","PKLE"
"PKLE",300,"170","195","PKLE"
"PKLE",301,"141","160","PKLE"
"PKLE",302,"119","145","PKLE"
"PKLE",303,"139","180","PKLE"
"PKLE",304,"149","165","PKLE"
"PKLE",305,"139","180","PKLE"
"PKLE",306,"139","160","PKLE"
"PKLE",307,"141","185","PKLE"
"PKLE",308,"139","185","PKLE"
"PKLE",310,"149","160","PKLE"
"PKLE",311,"151","165","PKLE"
"PKLE",312,"198","160","PKLE"
"PKLE",313,"131","185","PKLE"
"PKLE",314,"131","170","PKLE"
"PKLE",315,"153","185","PKLE"
"PKLE",316,"*","*","PKLE"
"PKLE",317,"135","170","PKLE"
"PKLE",318,"141","180","PKLE"
"PKLE",319,"*","*","PKLE"
"PKLE",320,"151","170","PKLE"
"PKLE",322,"139","180","PKLE"
"PKLE",323,"139","150","PKLE"
"PKLE",324,"151","185","PKLE"
"PKLE",325,"139","175","PKLE"
"PKLE",326,"*","*","PKLE"
"PKLE",327,"*","*","PKLE"
"PKLE",328,"141","200","PKLE"
"PKLE",330,"131","175","PKLE"
"PKLE",332,"149","155","PKLE"
"PKLE",333,"162","185","PKLE"
"PKLE",334,"149","200","PKLE"
"PKLE",335,"151","155","PKLE"
"PKLE",336,"153","150","PKLE"
"PKLE",337,"128","130","PKLE"
"PKLE",338,"141","200","PKLE"
"PKLE",339,"139","150","PKLE"
"PKLE",340,"159","185","PKLE"
"PKLE",341,"153","135","PKLE"
"PKLE",342,"135","160","PKLE"
"PKLE",343,"139","135","PKLE"
"PKLE",344,"*","*","PKLE"
"PKLE",345,"124","125","PKLE"
"PKLE",346,"153","155","PKLE"
"PKLE",347,"124","135","PKLE"
"PKLE",349,"162","160","PKLE"
"PKLE",350,"151","175","PKLE"
"PKLE",352,"145","180","PKLE"
"PKLE",353,"151","210","PKLE"
"PKLE",354,"145","165","PKLE"
"PKLE",355,"*","*","PKLE"
"PKLE",356,"139","155","PKLE"
"PKLE",358,"145","160","PKLE"
"PKLE",359,"141","175","PKLE"
"PKLE",360,"159","160","PKLE"
"PKLE",361,"153","165","PKLE"
"PKLE",362,"*","*","PKLE"
"PKLE",363,"149","165","PKLE"
"PKLE",364,"151","195","PKLE"
"PKLE",365,"131","145","PKLE"
"PKLE",366,"153","180","PKLE"
"PKLE",367,"139","185","PKLE"
"PKLE",368,"149","145","PKLE"
"PKLE",369,"151","200","PKLE"
"PKLE",370,"151","155","PKLE"
"PKLE",371,"153","175","PKLE"
"PKLE",372,"162","190","PKLE"
"PKLE",373,"141","195","PKLE"
"PKLE",374,"141","145","PKLE"
"PKLE",375,"159","180","PKLE"
"PKLE",376,"*","*","PKLE"
"PKLE",377,"*","*","PKLE"
"PKLE",378,"162","195","PKLE"
"PKLE",379,"159","210","PKLE"
"PKLE",380,"128","165","PKLE"
"PKLE",381,"149","155","PKLE"
"PKLE",382,"149","150","PKLE"
"PKLE",383,"145","190","PKLE"
"PKLE",384,"139","135","PKLE"
"PKLE",386,"151","180","PKLE"
"PKLE",388,"151","180","PKLE"
"PKLE",389,"151","180","PKLE"
"PKLE",390,"153","190","PKLE"
"PKLE",391,"131","165","PKLE"
"PKLE",392,"139","165","PKLE"
"PKLE",393,"151","165","PKLE"
"PKLE",394,"*","*","PKLE"
"PKLE",395,"141","185","PKLE"
"PKLE",396,"131","160","PKLE"
"PKLE",397,"149","170","PKLE"
"PKLE",398,"*","*","PKLE"
"PKLE",399,"135","170","PKLE"
