"SITE","LINE","FL50","HT","TC","SITE2"
"MNHT",196,"206","210","274","MNHT"
"MNHT",197,"196","195","232","MNHT"
"MNHT",198,"179","190","230","MNHT"
"MNHT",199,"190.5","197.5","257","MNHT"
"MNHT",200,"191","190","108","MNHT"
"MNHT",201,"*","*","*","MNHT"
"MNHT",202,"177","165","233","MNHT"
"MNHT",203,"194","160","174","MNHT"
"MNHT",204,"170","155","344","MNHT"
"MNHT",205,"189","145","55","MNHT"
"MNHT",206,"*","*","*","MNHT"
"MNHT",207,"183","185","195","MNHT"
"MNHT",208,"*","*","*","MNHT"
"MNHT",209,"182","145","104","MNHT"
"MNHT",210,"209","180","153","MNHT"
"MNHT",211,"196","190","277","MNHT"
"MNHT",212,"187.5","185","178","MNHT"
"MNHT",213,"210","195","158","MNHT"
"MNHT",214,"*","*","*","MNHT"
"MNHT",215,"209","175","204","MNHT"
"MNHT",216,"209","195","202","MNHT"
"MNHT",217,"*","*","*","MNHT"
"MNHT",218,"207","200","201","MNHT"
"MNHT",219,"204","215","163","MNHT"
"MNHT",220,"179","170","147","MNHT"
"MNHT",221,"170","147.5","164.5","MNHT"
"MNHT",222,"190","200","167","MNHT"
"MNHT",223,"200.5","190","353","MNHT"
"MNHT",224,"195","230","153","MNHT"
"MNHT",225,"182","190","192","MNHT"
"MNHT",226,"196","165","131","MNHT"
"MNHT",227,"192","155","260","MNHT"
"MNHT",228,"182","170","270","MNHT"
"MNHT",229,"183","167.5","95","MNHT"
"MNHT",230,"178","185","248","MNHT"
"MNHT",231,"179","160","237","MNHT"
"MNHT",232,"179","200","126","MNHT"
"MNHT",233,"202","185","115","MNHT"
"MNHT",234,"206","220","205","MNHT"
"MNHT",235,"181.5","175","228.5","MNHT"
"MNHT",236,"182","175","153","MNHT"
"MNHT",237,"190","182.5","172","MNHT"
"MNHT",238,"193","165","155","MNHT"
"MNHT",239,"206","230","214","MNHT"
"MNHT",240,"189","180","249","MNHT"
"MNHT",241,"206","200","184.5","MNHT"
"MNHT",242,"181","170","222","MNHT"
"MNHT",243,"186","150","248","MNHT"
"MNHT",244,"193","225","143","MNHT"
"MNHT",245,"202","177.5","64","MNHT"
"MNHT",246,"193","160","95","MNHT"
"MNHT",247,"201","210","400","MNHT"
"MNHT",248,"206","190","134","MNHT"
"MNHT",249,"194","210","170","MNHT"
"MNHT",250,"202","195","197","MNHT"
"MNHT",251,"204","190","158","MNHT"
"MNHT",252,"193","175","139","MNHT"
"MNHT",253,"180","195","229","MNHT"
"MNHT",254,"183","145","95","MNHT"
"MNHT",255,"183","170","96","MNHT"
"MNHT",256,"*","180","315","MNHT"
"MNHT",257,"192","180","290","MNHT"
"MNHT",258,"181","160","247","MNHT"
"MNHT",259,"*","*","*","MNHT"
"MNHT",260,"186","175","240","MNHT"
"MNHT",261,"195","190","142","MNHT"
"MNHT",262,"197","165","137","MNHT"
"MNHT",263,"202.5","185","156.5","MNHT"
"MNHT",264,"194","205","231","MNHT"
"MNHT",265,"190","160","229","MNHT"
"MNHT",266,"*","*","*","MNHT"
"MNHT",267,"198","170","119","MNHT"
"MNHT",268,"*","*","*","MNHT"
"MNHT",269,"*","*","*","MNHT"
"MNHT",270,"194","210","247","MNHT"
"MNHT",271,"198.5","167.5","253","MNHT"
"MNHT",272,"192","175","153","MNHT"
"MNHT",273,"*","*","*","MNHT"
"MNHT",274,"194","190","164","MNHT"
"MNHT",275,"194.5","157.5","162","MNHT"
"MNHT",276,"*","*","*","MNHT"
"MNHT",277,"206","165","417","MNHT"
"MNHT",278,"195","185","202","MNHT"
"MNHT",279,"200","165","210","MNHT"
"MNHT",280,"209","170","211","MNHT"
"MNHT",281,"*","*","*","MNHT"
"MNHT",282,"189","185","208","MNHT"
"MNHT",283,"186","160","131","MNHT"
"MNHT",284,"190","195","191","MNHT"
"MNHT",285,"204","215","279","MNHT"
"MNHT",286,"170","170","192","MNHT"
"MNHT",287,"200","170","381","MNHT"
"MNHT",288,"198","175","192","MNHT"
"MNHT",289,"194","190","137","MNHT"
"MNHT",290,"199.5","152.5","93","MNHT"
"MNHT",291,"*","*","*","MNHT"
"MNHT",292,"199","220","121","MNHT"
"MNHT",293,"191","150","202","MNHT"
"MNHT",294,"177","165","297","MNHT"
"MNHT",296,"200","170","189","MNHT"
"MNHT",297,"193","185","240","MNHT"
"MNHT",298,"190","145","118","MNHT"
"MNHT",299,"200","190","93","MNHT"
"MNHT",300,"*","*","*","MNHT"
"MNHT",301,"179","165","128","MNHT"
"MNHT",302,"169","150","373","MNHT"
"MNHT",303,"196","220","201","MNHT"
"MNHT",304,"198","170","282","MNHT"
"MNHT",305,"195","180","315","MNHT"
"MNHT",306,"*","*","*","MNHT"
"MNHT",307,"193","180","277","MNHT"
"MNHT",308,"192","195","334","MNHT"
"MNHT",310,"203","160","207","MNHT"
"MNHT",311,"182","180","174","MNHT"
"MNHT",312,"203","220","239","MNHT"
"MNHT",313,"189","190","238","MNHT"
"MNHT",314,"175","160","187","MNHT"
"MNHT",315,"196","170","163","MNHT"
"MNHT",316,"*","*","*","MNHT"
"MNHT",317,"194","175","197","MNHT"
"MNHT",318,"193","195","194","MNHT"
"MNHT",319,"179","160","111","MNHT"
"MNHT",320,"194","185","132","MNHT"
"MNHT",322,"181","180","234","MNHT"
"MNHT",323,"190","170","191","MNHT"
"MNHT",324,"189","175","124","MNHT"
"MNHT",325,"198","175","540","MNHT"
"MNHT",326,"197","170","135","MNHT"
"MNHT",327,"200","160","114","MNHT"
"MNHT",328,"202","225","188","MNHT"
"MNHT",330,"180","175","400","MNHT"
"MNHT",332,"188","150","140","MNHT"
"MNHT",333,"215","200","160","MNHT"
"MNHT",334,"199","215","317","MNHT"
"MNHT",335,"*","*","*","MNHT"
"MNHT",336,"207","172.5","142.5","MNHT"
"MNHT",337,"179","145","206","MNHT"
"MNHT",338,"194","210","82","MNHT"
"MNHT",339,"190","175","197","MNHT"
"MNHT",340,"200","160","172","MNHT"
"MNHT",341,"175.5","155","176.5","MNHT"
"MNHT",342,"176","170","158","MNHT"
"MNHT",343,"179.5","157.5","244","MNHT"
"MNHT",344,"209","175","121","MNHT"
"MNHT",345,"175","140","172","MNHT"
"MNHT",346,"186","165","273","MNHT"
"MNHT",347,"180","140","80","MNHT"
"MNHT",349,"*","*","*","MNHT"
"MNHT",350,"206","155","135","MNHT"
"MNHT",352,"205","190","128","MNHT"
"MNHT",353,"196","200","165","MNHT"
"MNHT",354,"195","170","93","MNHT"
"MNHT",355,"194","165","282","MNHT"
"MNHT",356,"179","170","236","MNHT"
"MNHT",358,"192","160","305","MNHT"
"MNHT",359,"200.5","177.5","206","MNHT"
"MNHT",360,"179","170","292","MNHT"
"MNHT",361,"194","160","125","MNHT"
"MNHT",362,"*","*","*","MNHT"
"MNHT",363,"*","*","*","MNHT"
"MNHT",364,"190.5","195","126.5","MNHT"
"MNHT",365,"181","175","267","MNHT"
"MNHT",366,"196","205","207","MNHT"
"MNHT",367,"196","170","167","MNHT"
"MNHT",368,"189","165","217","MNHT"
"MNHT",369,"194.5","222.5","143.5","MNHT"
"MNHT",370,"201","180","235","MNHT"
"MNHT",371,"196","160","157","MNHT"
"MNHT",372,"*","*","*","MNHT"
"MNHT",373,"196","190","260","MNHT"
"MNHT",374,"*","*","*","MNHT"
"MNHT",375,"198","190","107","MNHT"
"MNHT",376,"*","*","*","MNHT"
"MNHT",377,"200","205","139","MNHT"
"MNHT",378,"205","225","168","MNHT"
"MNHT",379,"210","205","98.5","MNHT"
"MNHT",380,"198","180","208","MNHT"
"MNHT",381,"196","165","311","MNHT"
"MNHT",382,"196","190","153","MNHT"
"MNHT",383,"195","210","196","MNHT"
"MNHT",384,"174","150","258","MNHT"
"MNHT",386,"192","177.5","134.5","MNHT"
"MNHT",388,"192.5","190","93","MNHT"
"MNHT",389,"193","187.5","273","MNHT"
"MNHT",390,"207","220","99","MNHT"
"MNHT",391,"*","*","*","MNHT"
"MNHT",392,"188","170","189","MNHT"
"MNHT",393,"193","185","95","MNHT"
"MNHT",394,"*","*","*","MNHT"
"MNHT",395,"191","180","139","MNHT"
"MNHT",396,"188","170","275","MNHT"
"MNHT",397,"196","160","285","MNHT"
"MNHT",398,"192","195","116","MNHT"
"MNHT",399,"182","180","328","MNHT"
"MNHT",400,"199","200","145.5","MNHT"
"MNHT",402,"203","175","191","MNHT"
"MNHT",403,"190","150","223","MNHT"
"MNHT",404,"178","160","207","MNHT"
"OVTN",1,"144","133","114","OVTN"
"OVTN",2,"*","*","*","OVTN"
"OVTN",3,"148","156","174","OVTN"
"OVTN",4,"177","171.5","96.5","OVTN"
"OVTN",5,"182.5","164","51","OVTN"
"OVTN",7,"145","155","197","OVTN"
"OVTN",8,"168","157","161","OVTN"
"OVTN",9,"150","155","101","OVTN"
"OVTN",10,"144","145","112","OVTN"
"OVTN",11,"168","162.5","127","OVTN"
"OVTN",12,"158","139","79","OVTN"
"OVTN",13,"163","170","65","OVTN"
"OVTN",14,"152","155","197","OVTN"
"OVTN",15,"200","192","187","OVTN"
"OVTN",16,"167","175","39","OVTN"
"OVTN",17,"181","186","109","OVTN"
"OVTN",18,"145","160","223","OVTN"
"OVTN",19,"151","164","181","OVTN"
"OVTN",20,"150","183","161","OVTN"
"OVTN",21,"*","*","*","OVTN"
"OVTN",22,"143","146","232","OVTN"
"OVTN",23,"215","211","141","OVTN"
"OVTN",24,"*","*","*","OVTN"
"OVTN",25,"157","155","126","OVTN"
"OVTN",26,"193","201","121","OVTN"
"OVTN",27,"144","161","111","OVTN"
"OVTN",28,"178","188","141","OVTN"
"OVTN",29,"172","152","69","OVTN"
"OVTN",30,"153","174","264","OVTN"
"OVTN",31,"*","*","*","OVTN"
"OVTN",32,"176","181.5","151.5","OVTN"
"OVTN",33,"149","158","282","OVTN"
"OVTN",34,"150","157","103","OVTN"
"OVTN",35,"176.5","153.5","47.5","OVTN"
"OVTN",36,"160","175","61","OVTN"
"OVTN",37,"169","155","188","OVTN"
"OVTN",38,"*","*","*","OVTN"
"OVTN",39,"*","*","*","OVTN"
"OVTN",40,"202","198","121","OVTN"
"OVTN",41,"144","145","169","OVTN"
"OVTN",42,"156","157","197","OVTN"
"OVTN",43,"158","173","118","OVTN"
"OVTN",44,"167","176","321","OVTN"
"OVTN",45,"167","155","131","OVTN"
"OVTN",46,"157","178","125","OVTN"
"OVTN",47,"171","150","47","OVTN"
"OVTN",48,"151","160","92","OVTN"
"OVTN",49,"146","166","128","OVTN"
"OVTN",50,"152","140","109","OVTN"
"OVTN",52,"*","*","*","OVTN"
"OVTN",53,"157","161","157","OVTN"
"OVTN",54,"158","175","123","OVTN"
"OVTN",55,"151","177","81","OVTN"
"OVTN",56,"151","173","101","OVTN"
"OVTN",57,"138.5","170","57","OVTN"
"OVTN",58,"151","163","57","OVTN"
"OVTN",59,"*","*","*","OVTN"
"OVTN",60,"*","*","*","OVTN"
"OVTN",61,"134","194","76","OVTN"
"OVTN",62,"188","180","103","OVTN"
"OVTN",63,"156","165","83","OVTN"
"OVTN",64,"151","140","91","OVTN"
"OVTN",65,"178","183","182","OVTN"
"OVTN",66,"194","185","76","OVTN"
"OVTN",67,"151","155","197","OVTN"
"OVTN",68,"*","*","*","OVTN"
"OVTN",69,"186","152","81","OVTN"
"OVTN",70,"150","152","96","OVTN"
"OVTN",71,"202","183","193","OVTN"
"OVTN",72,"145","162","166","OVTN"
"OVTN",73,"150","172","111","OVTN"
"OVTN",74,"170.5","198","201","OVTN"
"OVTN",75,"192","192","66","OVTN"
"OVTN",76,"198","161","118","OVTN"
"OVTN",77,"151","151","132","OVTN"
"OVTN",78,"*","*","*","OVTN"
"OVTN",79,"157","168","188","OVTN"
"OVTN",80,"150","152","69","OVTN"
"OVTN",81,"134","150","169","OVTN"
"OVTN",83,"181.5","171.5","119","OVTN"
"OVTN",84,"171","135","19","OVTN"
"OVTN",85,"171","160","103","OVTN"
"OVTN",86,"167","158","262","OVTN"
"OVTN",87,"151","160","99","OVTN"
"OVTN",88,"201.5","179","229.5","OVTN"
"OVTN",89,"157","147","106","OVTN"
"OVTN",90,"200","183","161","OVTN"
"OVTN",91,"192","181","162","OVTN"
"OVTN",93,"169","200","162","OVTN"
"OVTN",94,"151","150","84","OVTN"
"OVTN",95,"157","143","114","OVTN"
"OVTN",96,"150","135","126","OVTN"
"OVTN",97,"151","158","56","OVTN"
"OVTN",98,"154","184","169","OVTN"
"OVTN",99,"171","147","113","OVTN"
"OVTN",100,"184","193","108","OVTN"
"OVTN",101,"178","165","61","OVTN"
"OVTN",102,"160","168","181","OVTN"
"OVTN",103,"160","183","178","OVTN"
"OVTN",104,"157","155","116","OVTN"
"OVTN",105,"197","194","141","OVTN"
"OVTN",106,"168","175","119","OVTN"
"OVTN",107,"157","160","127","OVTN"
"OVTN",108,"156","156","70","OVTN"
"OVTN",110,"146","183","149","OVTN"
"OVTN",111,"*","*","*","OVTN"
"OVTN",112,"152","153","119","OVTN"
"OVTN",113,"191","194","109","OVTN"
"OVTN",114,"*","*","*","OVTN"
"OVTN",115,"181","185","77","OVTN"
"OVTN",116,"170","163","130","OVTN"
"OVTN",117,"*","*","*","OVTN"
"OVTN",118,"161","185","174","OVTN"
"OVTN",119,"174","176","247","OVTN"
"OVTN",120,"166.5","178.5","173.5","OVTN"
"OVTN",122,"145","155","81","OVTN"
"OVTN",123,"199","178","117","OVTN"
"OVTN",125,"167.5","149.5","123","OVTN"
"OVTN",126,"144","137","101","OVTN"
"OVTN",127,"143","155","116","OVTN"
"OVTN",128,"158","152","64","OVTN"
"OVTN",130,"157.5","188","247.5","OVTN"
"OVTN",131,"146","160","188","OVTN"
"OVTN",132,"171","180","101","OVTN"
"OVTN",134,"172","191","119","OVTN"
"OVTN",135,"158.5","192","165.5","OVTN"
"OVTN",136,"159","157","35","OVTN"
"OVTN",137,"203","183","40","OVTN"
"OVTN",138,"149.5","194.5","78","OVTN"
"OVTN",139,"150","137","90","OVTN"
"OVTN",141,"165","163","99","OVTN"
"OVTN",142,"151","160","185","OVTN"
"OVTN",143,"168","213","152","OVTN"
"OVTN",144,"*","*","*","OVTN"
"OVTN",145,"175","160","121","OVTN"
"OVTN",146,"156","167","66","OVTN"
"OVTN",147,"151","163","204","OVTN"
"OVTN",148,"*","*","*","OVTN"
"OVTN",150,"144","155","121","OVTN"
"OVTN",151,"158","165","128","OVTN"
"OVTN",152,"150","150","133","OVTN"
"OVTN",153,"158","173","152","OVTN"
"OVTN",154,"157","172","194","OVTN"
"OVTN",155,"171","205","153","OVTN"
"OVTN",156,"146","152","151","OVTN"
"OVTN",157,"167","173","99","OVTN"
"OVTN",158,"164","150","241","OVTN"
"OVTN",159,"202","175.5","168","OVTN"
"OVTN",160,"145","152","74","OVTN"
"OVTN",161,"169","175","128","OVTN"
"OVTN",163,"145","120","26","OVTN"
"OVTN",164,"*","*","*","OVTN"
"OVTN",165,"179","157","56","OVTN"
"OVTN",166,"177","213","226","OVTN"
"OVTN",167,"*","*","*","OVTN"
"OVTN",168,"*","*","*","OVTN"
"OVTN",169,"156","198","138","OVTN"
"OVTN",170,"144","182","171","OVTN"
"OVTN",171,"142","127","68","OVTN"
"OVTN",172,"*","*","*","OVTN"
"OVTN",173,"141","145","94","OVTN"
"OVTN",174,"149","154","94","OVTN"
"OVTN",175,"193.5","192","142.5","OVTN"
"OVTN",176,"153","170","141","OVTN"
"OVTN",177,"158","173","152","OVTN"
"OVTN",178,"151","186","131","OVTN"
"OVTN",179,"157","163","128","OVTN"
"OVTN",180,"190","175","84","OVTN"
"OVTN",181,"158","140","68","OVTN"
"OVTN",182,"156","198","127","OVTN"
"OVTN",184,"157","163","191","OVTN"
"OVTN",185,"144","154","124","OVTN"
"OVTN",186,"193","171","211","OVTN"
"OVTN",187,"178","171","208","OVTN"
"OVTN",188,"204","178","171","OVTN"
"OVTN",189,"165","188","112","OVTN"
"OVTN",190,"172","155","83","OVTN"
"OVTN",191,"157","160","242","OVTN"
"OVTN",192,"167","157","126","OVTN"
"OVTN",193,"191.5","184","58.5","OVTN"
"OVTN",194,"194","195","169","OVTN"
"OVTN",195,"157","148","53","OVTN"
"OVTN",196,"211","191","124","OVTN"
"OVTN",197,"179","188","199","OVTN"
"OVTN",198,"150","183","136","OVTN"
"OVTN",199,"186","168","149","OVTN"
"OVTN",200,"177","183","156","OVTN"
"OVTN",201,"171","152","78","OVTN"
"OVTN",202,"142","142","80","OVTN"
"OVTN",203,"158","147","176","OVTN"
"OVTN",204,"*","*","*","OVTN"
"OVTN",205,"152","147","55","OVTN"
"OVTN",206,"*","*","*","OVTN"
"OVTN",207,"156","160","164","OVTN"
"OVTN",208,"*","*","*","OVTN"
"OVTN",209,"*","*","*","OVTN"
"OVTN",210,"204","173","89","OVTN"
"OVTN",211,"*","*","*","OVTN"
"OVTN",212,"151","172","82","OVTN"
"OVTN",213,"172","168","121","OVTN"
"OVTN",214,"203","183","61","OVTN"
"OVTN",215,"162","157","252","OVTN"
"OVTN",216,"156","165","121","OVTN"
"OVTN",217,"149","173","208","OVTN"
"OVTN",218,"188","191","159","OVTN"
"OVTN",219,"199","184","106","OVTN"
"OVTN",220,"151","156","123","OVTN"
"OVTN",221,"183","160","96","OVTN"
"OVTN",222,"200","157","33","OVTN"
"OVTN",223,"188","176","184","OVTN"
"OVTN",224,"201","200","107","OVTN"
"OVTN",225,"143","168","119","OVTN"
"OVTN",226,"149","157","134","OVTN"
"OVTN",227,"169","156","147","OVTN"
"OVTN",228,"141","156","143","OVTN"
"OVTN",229,"158","178","71","OVTN"
"OVTN",230,"142","170","191","OVTN"
"OVTN",231,"151","155","220","OVTN"
"OVTN",232,"*","*","*","OVTN"
"OVTN",233,"158","168","171","OVTN"
"OVTN",234,"171","173","149","OVTN"
"OVTN",235,"*","*","*","OVTN"
"OVTN",236,"*","*","*","OVTN"
"OVTN",237,"151","163","92","OVTN"
"OVTN",238,"182.5","180","195.5","OVTN"
"OVTN",239,"175","203","141","OVTN"
"OVTN",240,"156","160","103","OVTN"
"OVTN",241,"202","165","65","OVTN"
"OVTN",242,"168","142","64","OVTN"
"OVTN",243,"151","170","173","OVTN"
"OVTN",244,"182.5","221","124.5","OVTN"
"OVTN",245,"185","168","79","OVTN"
"OVTN",246,"*","*","*","OVTN"
"OVTN",247,"197","173","184","OVTN"
"OVTN",248,"197","203","134","OVTN"
"OVTN",249,"181","195","174","OVTN"
"OVTN",250,"198","190","212","OVTN"
"OVTN",251,"201","165","193","OVTN"
"OVTN",252,"150","184","152","OVTN"
"OVTN",253,"150","186","159","OVTN"
"OVTN",254,"141","142","81","OVTN"
"OVTN",255,"141","151","118","OVTN"
"OVTN",256,"*","*","*","OVTN"
"OVTN",257,"149","163","159","OVTN"
"OVTN",258,"144","157","468","OVTN"
"OVTN",259,"161","166","230","OVTN"
"OVTN",260,"162","171","149","OVTN"
"OVTN",261,"164","175","121","OVTN"
"OVTN",262,"172","162","93","OVTN"
"OVTN",263,"161","178","136","OVTN"
"OVTN",264,"171","186","136","OVTN"
"OVTN",265,"150","161","293","OVTN"
"OVTN",266,"160","176","223","OVTN"
"OVTN",267,"174","157","99","OVTN"
"OVTN",268,"166","180","48","OVTN"
"OVTN",269,"152.5","148.5","207.5","OVTN"
"OVTN",270,"164","197","162","OVTN"
"OVTN",271,"159","151","236","OVTN"
"OVTN",272,"153.5","167.5","202.5","OVTN"
"OVTN",273,"*","*","*","OVTN"
"OVTN",274,"151","168","94","OVTN"
"OVTN",275,"*","*","*","OVTN"
"OVTN",276,"*","*","*","OVTN"
"OVTN",277,"192","168","218","OVTN"
"OVTN",278,"194","178","272","OVTN"
"OVTN",279,"185","173","43","OVTN"
"OVTN",280,"186","165","137","OVTN"
"OVTN",281,"150","155","153","OVTN"
"OVTN",282,"171","155","115","OVTN"
"OVTN",283,"141","156","117","OVTN"
"OVTN",284,"161","178","188","OVTN"
"OVTN",285,"170.5","191.5","248","OVTN"
"OVTN",286,"144","177","142","OVTN"
"OVTN",287,"*","*","*","OVTN"
"OVTN",288,"174","193","156","OVTN"
"OVTN",289,"170","175","104","OVTN"
"OVTN",290,"180","157","81","OVTN"
"OVTN",291,"141","191","172","OVTN"
"OVTN",292,"166","155","112","OVTN"
"OVTN",293,"147","147.5","192.5","OVTN"
"OVTN",294,"149","157","207","OVTN"
"OVTN",296,"197","171","133","OVTN"
"OVTN",297,"159","161","178","OVTN"
"OVTN",298,"183","152","101","OVTN"
"OVTN",299,"202.5","187.5","100.5","OVTN"
"OVTN",300,"174","160","114","OVTN"
"OVTN",301,"145","168","158","OVTN"
"OVTN",302,"138","152","158","OVTN"
"OVTN",303,"155","207","260","OVTN"
"OVTN",304,"166","172","107","OVTN"
"OVTN",305,"157","153","168","OVTN"
"OVTN",306,"149","157","89","OVTN"
"OVTN",307,"162","161.5","122","OVTN"
"OVTN",308,"160","163","228","OVTN"
"OVTN",310,"171","157","93","OVTN"
"OVTN",311,"151","163","63","OVTN"
"OVTN",312,"197","171","60","OVTN"
"OVTN",313,"144","174","118.5","OVTN"
"OVTN",314,"150","152","177","OVTN"
"OVTN",315,"151","162","185","OVTN"
"OVTN",316,"*","*","*","OVTN"
"OVTN",317,"157","163","134","OVTN"
"OVTN",318,"144","169","224","OVTN"
"OVTN",319,"155","171","174","OVTN"
"OVTN",320,"161","170","95","OVTN"
"OVTN",322,"156","186","164","OVTN"
"OVTN",323,"195","124.5","102.5","OVTN"
"OVTN",324,"160","165","119","OVTN"
"OVTN",325,"152","180","247","OVTN"
"OVTN",326,"159","163","168","OVTN"
"OVTN",327,"188.5","156","87.5","OVTN"
"OVTN",328,"157","212","185","OVTN"
"OVTN",330,"139.5","157","153.5","OVTN"
"OVTN",332,"188","161","72","OVTN"
"OVTN",333,"201","183","51","OVTN"
"OVTN",334,"175","188","202","OVTN"
"OVTN",335,"*","*","*","OVTN"
"OVTN",336,"202","163","56","OVTN"
"OVTN",337,"175","144.5","100","OVTN"
"OVTN",338,"*","*","*","OVTN"
"OVTN",339,"145","157.5","105.5","OVTN"
"OVTN",340,"171","161","316","OVTN"
"OVTN",341,"146","148","71","OVTN"
"OVTN",342,"146","164","96","OVTN"
"OVTN",343,"144","151","116","OVTN"
"OVTN",344,"*","*","*","OVTN"
"OVTN",345,"136","132","106","OVTN"
"OVTN",346,"169","180","132","OVTN"
"OVTN",347,"167","127","25","OVTN"
"OVTN",349,"191","153","115","OVTN"
"OVTN",350,"174","182","148","OVTN"
"OVTN",352,"*","*","*","OVTN"
"OVTN",353,"159","187","247","OVTN"
"OVTN",354,"164","144.5","149","OVTN"
"OVTN",355,"158","171","232","OVTN"
"OVTN",356,"152","156","143","OVTN"
"OVTN",358,"159.5","170.5","268","OVTN"
"OVTN",359,"158","173","152","OVTN"
"OVTN",360,"158","163.5","139.5","OVTN"
"OVTN",361,"181","157","81","OVTN"
"OVTN",362,"181","208","208","OVTN"
"OVTN",363,"150","180","55","OVTN"
"OVTN",364,"172","176","267","OVTN"
"OVTN",365,"136","167","247","OVTN"
"OVTN",366,"157","187","174","OVTN"
"OVTN",367,"157","171","324","OVTN"
"OVTN",368,"150","152","57","OVTN"
"OVTN",369,"171","182","155","OVTN"
"OVTN",370,"196","160","146","OVTN"
"OVTN",371,"173","167","182","OVTN"
"OVTN",372,"158.5","163","181","OVTN"
"OVTN",373,"171","166","193","OVTN"
"OVTN",374,"171","155","105","OVTN"
"OVTN",375,"169","176","76","OVTN"
"OVTN",376,"198","163","79","OVTN"
"OVTN",377,"183.5","168.5","102.5","OVTN"
"OVTN",378,"192","187","62","OVTN"
"OVTN",379,"169","185","114","OVTN"
"OVTN",380,"157","172","184","OVTN"
"OVTN",381,"154","152","236","OVTN"
"OVTN",382,"164","172","177","OVTN"
"OVTN",383,"150","172","98","OVTN"
"OVTN",384,"150","147","163","OVTN"
"OVTN",386,"185","170","91","OVTN"
"OVTN",388,"156","160","104","OVTN"
"OVTN",389,"162","186","192","OVTN"
"OVTN",390,"183.5","186","75.5","OVTN"
"OVTN",391,"158","152","47","OVTN"
"OVTN",392,"152","183","132","OVTN"
"OVTN",393,"161","168","62","OVTN"
"OVTN",394,"*","*","*","OVTN"
"OVTN",395,"151","171","127","OVTN"
"OVTN",396,"150.5","154","182","OVTN"
"OVTN",397,"171","189","185","OVTN"
"OVTN",398,"198","168","85","OVTN"
"OVTN",399,"*","*","*","OVTN"
"OVTN",400,"163","191","201","OVTN"
"OVTN",402,"197","183","128","OVTN"
"OVTN",403,"153.5","159.5","223.5","OVTN"
"OVTN",404,"150","156","99","OVTN"
"PKLE",1,"124","145","173","PKLE"
"PKLE",2,"153","170","159","PKLE"
"PKLE",3,"139","160","197","PKLE"
"PKLE",4,"151","170","131","PKLE"
"PKLE",5,"141","175","56","PKLE"
"PKLE",7,"141","130","124","PKLE"
"PKLE",8,"139","165","142","PKLE"
"PKLE",9,"131","165","155","PKLE"
"PKLE",10,"139","140","64","PKLE"
"PKLE",11,"139","165","116","PKLE"
"PKLE",12,"141","150","90","PKLE"
"PKLE",13,"168","175","96","PKLE"
"PKLE",14,"139","155","140","PKLE"
"PKLE",15,"193","215","158","PKLE"
"PKLE",16,"141","195","61","PKLE"
"PKLE",17,"159","215","163","PKLE"
"PKLE",18,"151","170","175","PKLE"
"PKLE",19,"139","150","136","PKLE"
"PKLE",20,"172","180","154","PKLE"
"PKLE",21,"*","*","*","PKLE"
"PKLE",22,"139","135","152","PKLE"
"PKLE",23,"153","210","124","PKLE"
"PKLE",24,"*","*","*","PKLE"
"PKLE",25,"153","160","69","PKLE"
"PKLE",26,"139","140","154","PKLE"
"PKLE",27,"*","*","*","PKLE"
"PKLE",28,"149","165","193","PKLE"
"PKLE",29,"131","160","116","PKLE"
"PKLE",30,"141","180","103","PKLE"
"PKLE",31,"141","145","212","PKLE"
"PKLE",32,"149","180","220","PKLE"
"PKLE",33,"141","160","210","PKLE"
"PKLE",34,"139","140","188","PKLE"
"PKLE",35,"139","155","74","PKLE"
"PKLE",36,"145","170","50","PKLE"
"PKLE",37,"153","170","200","PKLE"
"PKLE",38,"141","175","194","PKLE"
"PKLE",39,"153","125","30","PKLE"
"PKLE",40,"176","185","112","PKLE"
"PKLE",41,"124","155","210","PKLE"
"PKLE",42,"141","145","129","PKLE"
"PKLE",43,"149","170","153","PKLE"
"PKLE",44,"162","160","244","PKLE"
"PKLE",45,"*","*","*","PKLE"
"PKLE",46,"139","165","172","PKLE"
"PKLE",47,"*","*","*","PKLE"
"PKLE",48,"145","155","109","PKLE"
"PKLE",49,"*","*","*","PKLE"
"PKLE",50,"*","*","*","PKLE"
"PKLE",52,"119","140","93","PKLE"
"PKLE",53,"151","175","116","PKLE"
"PKLE",54,"151","175","157","PKLE"
"PKLE",55,"131","175","92","PKLE"
"PKLE",56,"141","170","73","PKLE"
"PKLE",57,"*","*","*","PKLE"
"PKLE",58,"141","180","110","PKLE"
"PKLE",59,"*","*","*","PKLE"
"PKLE",60,"*","*","*","PKLE"
"PKLE",61,"151","200","86","PKLE"
"PKLE",62,"145","190","88","PKLE"
"PKLE",63,"131","150","82","PKLE"
"PKLE",64,"*","*","*","PKLE"
"PKLE",65,"149","180","184","PKLE"
"PKLE",66,"149","235","110","PKLE"
"PKLE",67,"151","145","110","PKLE"
"PKLE",68,"141","180","88","PKLE"
"PKLE",69,"149","180","86","PKLE"
"PKLE",70,"141","165","119","PKLE"
"PKLE",71,"*","*","*","PKLE"
"PKLE",72,"124","155","195","PKLE"
"PKLE",73,"145","170","182","PKLE"
"PKLE",74,"149","210","238","PKLE"
"PKLE",75,"*","*","*","PKLE"
"PKLE",76,"139","130","82","PKLE"
"PKLE",77,"141","160","112","PKLE"
"PKLE",78,"141","170","35","PKLE"
