"SITE","LINE","FL50","TC","BIO","SITE2"
"LINC",342,"193","189","0.9752228","LINC"
"LINC",343,"194","223","0.591928149","LINC"
"LINC",344,"*","*","*","LINC"
"LINC",345,"195","110","0.265991971","LINC"
"LINC",346,"195","273","1.055872033","LINC"
"LINC",347,"209","48","0.0584","LINC"
"LINC",349,"216","87","0.559947679","LINC"
"LINC",350,"201","129","0.509567183","LINC"
"LINC",352,"*","16","*","LINC"
"LINC",353,"210","145","0.870771798","LINC"
"LINC",354,"205","112","0.265269193","LINC"
"LINC",355,"*","*","*","LINC"
"LINC",356,"195","274","1.0251213295","LINC"
"LINC",358,"198.5","199","0.9368482035","LINC"
"LINC",359,"203","174","0.87656041","LINC"
"LINC",360,"197","334","1.362449682","LINC"
"LINC",361,"198","126","0.307965095","LINC"
"LINC",362,"*","*","*","LINC"
"LINC",363,"199","111.5","0.45529336","LINC"
"LINC",364,"196","157","1.208675322","LINC"
"LINC",365,"195","212","0.910304595","LINC"
"LINC",366,"205.5","119","0.9776497815","LINC"
"LINC",367,"199","277","1.713743242","LINC"
"LINC",368,"196","64","0.169524283","LINC"
"LINC",369,"198","202","2.172131967","LINC"
"LINC",370,"207","258","0.783037374","LINC"
"LINC",371,"199","143","0.62435378","LINC"
"LINC",372,"200","243","1.466982907","LINC"
"LINC",373,"202","183","1.097096221","LINC"
"LINC",374,"201","122","0.455979326","LINC"
"LINC",375,"201","79","0.35319219","LINC"
"LINC",376,"*","*","*","LINC"
"LINC",377,"*","*","*","LINC"
"LINC",378,"210","178","1.47754473","LINC"
"LINC",379,"209","192","1.443138758","LINC"
"LINC",380,"205","100","1.440211699","LINC"
"LINC",381,"200","283","1.518845939","LINC"
"LINC",382,"199","270","1.566893541","LINC"
"LINC",383,"200","199","1.785121243","LINC"
"LINC",384,"187","216","0.696501145","LINC"
"LINC",386,"198","144","0.69399576","LINC"
"LINC",388,"196","141","0.749140267","LINC"
"LINC",389,"200","341","1.955040813","LINC"
"LINC",390,"225","40","0.290038756","LINC"
"LINC",391,"194","148","0.631404206","LINC"
"LINC",392,"197","114","0.444125084","LINC"
"LINC",393,"198.5","191.5","1.1571803345","LINC"
"LINC",394,"188","63","0.308166178","LINC"
"LINC",395,"203","169","0.660312529","LINC"
"LINC",396,"199","186","0.6917311875","LINC"
"LINC",397,"203","262","1.771304306","LINC"
"LINC",398,"199","103","0.43661515","LINC"
"LINC",399,"195","116","0.310486918","LINC"
"LINC",400,"201","125","0.751380784","LINC"
"LINC",402,"213","166","1.431316363","LINC"
"LINC",403,"194","282","1.2485088915","LINC"
"LINC",404,"195.5","145.5","0.4299465985","LINC"
"MNHT",1,"167","324","1.080312251","MNHT"
"MNHT",2,"207","206","1.641230839","MNHT"
"MNHT",3,"179","132","0.547150771","MNHT"
"MNHT",4,"203","335","1.734857895","MNHT"
"MNHT",5,"186","65","0.31861515","MNHT"
"MNHT",7,"182","267","1.017305425","MNHT"
"MNHT",8,"193","300","1.213464579","MNHT"
"MNHT",9,"182","215.5","1.0125669615","MNHT"
"MNHT",10,"172","215","0.59515893","MNHT"
"MNHT",11,"194","114","0.445321129","MNHT"
"MNHT",12,"191","91","0.324462486","MNHT"
"MNHT",13,"209","195","1.15180848","MNHT"
"MNHT",14,"*","*","*","MNHT"
"MNHT",15,"204","321","1.838844262","MNHT"
"MNHT",16,"*","*","*","MNHT"
"MNHT",17,"202","252","1.8422899885","MNHT"
"MNHT",18,"*","*","*","MNHT"
"MNHT",19,"189","240","1.107096853","MNHT"
"MNHT",20,"182","52","2.572344105","MNHT"
"MNHT",21,"180","150","0.715932934","MNHT"
"MNHT",22,"*","*","*","MNHT"
"MNHT",23,"204","197","1.6200166315","MNHT"
"MNHT",24,"195","93","0.224117966","MNHT"
"MNHT",25,"188","228","1.36372505","MNHT"
"MNHT",26,"202","186","1.905041974","MNHT"
"MNHT",27,"183","126","0.537976654","MNHT"
"MNHT",28,"189","305","1.522388352","MNHT"
"MNHT",29,"*","*","*","MNHT"
"MNHT",30,"193","178","1.023938016","MNHT"
"MNHT",31,"*","*","*","MNHT"
"MNHT",32,"197","305","2.219033515","MNHT"
"MNHT",33,"172","188","0.523177136","MNHT"
"MNHT",34,"179","160","0.637080221","MNHT"
"MNHT",35,"194","170","0.849997436","MNHT"
"MNHT",36,"202","95","0.663939059","MNHT"
"MNHT",37,"200","255","1.286930346","MNHT"
"MNHT",38,"184.5","145.5","0.614667104","MNHT"
"MNHT",39,"173","167.5","0.5625499595","MNHT"
"MNHT",40,"193","212","1.2360213","MNHT"
"MNHT",41,"179.5","237","0.6836963485","MNHT"
"MNHT",42,"188.5","199","0.900067226","MNHT"
"MNHT",43,"195","181","0.892242516","MNHT"
"MNHT",44,"200","276.5","0.9677232795","MNHT"
"MNHT",45,"*","*","*","MNHT"
"MNHT",46,"196","173","1.194615471","MNHT"
"MNHT",47,"*","*","*","MNHT"
"MNHT",48,"169","104","0.576705758","MNHT"
"MNHT",49,"193","180","0.82988621","MNHT"
"MNHT",50,"194","125","0.441336397","MNHT"
"MNHT",52,"174","246","0.997927826","MNHT"
"MNHT",53,"193","145","0.568569848","MNHT"
"MNHT",54,"197","166","0.920502557","MNHT"
"MNHT",55,"174","84","0.426651782","MNHT"
"MNHT",56,"*","*","*","MNHT"
"MNHT",57,"189","130","0.923851223","MNHT"
"MNHT",58,"*","*","*","MNHT"
"MNHT",59,"181","231","0.661503041","MNHT"
"MNHT",60,"178","214","0.591048765","MNHT"
"MNHT",61,"192","198","1.814606315","MNHT"
"MNHT",62,"194","89","1.0057274555","MNHT"
"MNHT",63,"177","231","0.773108821","MNHT"
"MNHT",64,"*","*","*","MNHT"
"MNHT",65,"192","211","0.738974797","MNHT"
"MNHT",66,"205.5","201","1.5353400235","MNHT"
"MNHT",67,"188","232","0.933367838","MNHT"
"MNHT",68,"190","90","0.658849991","MNHT"
"MNHT",69,"199","160","0.901368718","MNHT"
"MNHT",70,"*","*","*","MNHT"
"MNHT",71,"211","221","1.662520555","MNHT"
"MNHT",72,"178","341.5","1.3738921835","MNHT"
"MNHT",73,"193","113","0.387585187","MNHT"
"MNHT",74,"198","311","2.185548663","MNHT"
"MNHT",75,"202","146","1.461593909","MNHT"
"MNHT",76,"199","104","0.387223194","MNHT"
"MNHT",77,"*","*","*","MNHT"
"MNHT",78,"*","*","*","MNHT"
"MNHT",79,"194","269","0.982621818","MNHT"
"MNHT",80,"181","214","0.783583021","MNHT"
"MNHT",81,"*","*","*","MNHT"
"MNHT",83,"196","260","1.472406041","MNHT"
"MNHT",84,"178","127","0.306406024","MNHT"
"MNHT",85,"192.5","204.5","0.8665259495","MNHT"
"MNHT",86,"199","129","0.773349437","MNHT"
"MNHT",87,"188","131","0.498850886","MNHT"
"MNHT",88,"208","97","0.82339949","MNHT"
"MNHT",89,"178.5","150","0.648944381","MNHT"
"MNHT",90,"208","207","1.254096755","MNHT"
"MNHT",91,"204","179","1.650649638","MNHT"
"MNHT",93,"198","170","1.274340946","MNHT"
"MNHT",94,"182","157","0.542426776","MNHT"
"MNHT",95,"*","*","*","MNHT"
"MNHT",96,"*","*","*","MNHT"
"MNHT",97,"191","163","0.760363432","MNHT"
"MNHT",98,"*","*","*","MNHT"
"MNHT",99,"197","90","0.457909028","MNHT"
"MNHT",100,"200","161","0.94907991","MNHT"
"MNHT",101,"186","63","0.265517268","MNHT"
"MNHT",102,"198.5","244.5","1.178081978","MNHT"
"MNHT",103,"202","221","1.130753296","MNHT"
"MNHT",104,"184","101.5","0.3716341765","MNHT"
"MNHT",105,"198","212","1.182769728","MNHT"
"MNHT",106,"189","287","1.215284976","MNHT"
"MNHT",107,"193.5","199","0.832943749","MNHT"
"MNHT",108,"*","*","*","MNHT"
"MNHT",110,"179","155","0.9639815","MNHT"
"MNHT",111,"175","183","0.8551242275","MNHT"
"MNHT",112,"192","218","0.879559639","MNHT"
"MNHT",113,"198","149","1.171920736","MNHT"
"MNHT",114,"202","146.5","1.056988931","MNHT"
"MNHT",115,"*","*","*","MNHT"
"MNHT",116,"196","202","1.041999204","MNHT"
"MNHT",117,"195","140","0.442273965","MNHT"
"MNHT",118,"194","142","0.974450782","MNHT"
"MNHT",119,"204.5","203","1.404212027","MNHT"
"MNHT",120,"182","226","0.949076255","MNHT"
"MNHT",122,"177","106","0.387759387","MNHT"
"MNHT",123,"197","127","0.643081474","MNHT"
"MNHT",125,"194","194","0.53392828","MNHT"
"MNHT",126,"*","*","*","MNHT"
"MNHT",127,"177","115","0.4332901","MNHT"
"MNHT",128,"187","91","0.457404162","MNHT"
"MNHT",130,"189","184","1.659998878","MNHT"
"MNHT",131,"178","238","1.394583593","MNHT"
"MNHT",132,"195","149","1.117870112","MNHT"
"MNHT",134,"198","103","0.453354613","MNHT"
"MNHT",135,"180","153","1.137469169","MNHT"
"MNHT",136,"*","*","*","MNHT"
"MNHT",137,"200","111","0.605348732","MNHT"
"MNHT",138,"186","144","0.940727958","MNHT"
"MNHT",139,"178","109","0.220037937","MNHT"
"MNHT",141,"182","198","1.124288894","MNHT"
"MNHT",142,"192","243.5","1.421328743","MNHT"
"MNHT",143,"214","49","0.326985002","MNHT"
"MNHT",144,"*","*","*","MNHT"
"MNHT",145,"210","65","0.450268266","MNHT"
"MNHT",146,"*","*","*","MNHT"
"MNHT",147,"194","248","1.183869758","MNHT"
"MNHT",148,"*","*","*","MNHT"
"MNHT",150,"177","154","0.367240075","MNHT"
"MNHT",151,"184","104","0.3899293685","MNHT"
"MNHT",152,"194","163","0.536922649","MNHT"
"MNHT",153,"196","171","0.785326875","MNHT"
"MNHT",154,"200","236","1.152464383","MNHT"
"MNHT",155,"202","100","0.626318519","MNHT"
"MNHT",156,"182","156","0.63875022","MNHT"
"MNHT",157,"189","260","0.765010877","MNHT"
"MNHT",158,"181","279","0.74174344","MNHT"
"MNHT",159,"196","238","1.348488291","MNHT"
"MNHT",160,"*","*","*","MNHT"
"MNHT",161,"183","235","1.018208129","MNHT"
"MNHT",163,"179","104","0.365248828","MNHT"
"MNHT",164,"186.5","189","1.0648003665","MNHT"
"MNHT",165,"*","*","*","MNHT"
"MNHT",166,"206","200","1.816807058","MNHT"
"MNHT",167,"191","110","0.554577516","MNHT"
"MNHT",168,"200","215","1.193872343","MNHT"
"MNHT",169,"194","119","0.587708696","MNHT"
"MNHT",170,"189","221","1.138480581","MNHT"
"MNHT",171,"177","246","0.913437985","MNHT"
"MNHT",172,"194","130","0.441569712","MNHT"
"MNHT",173,"172","98","0.360542052","MNHT"
"MNHT",174,"172","202","0.727628691","MNHT"
"MNHT",175,"204","167","1.605163877","MNHT"
"MNHT",176,"192","123","0.598650113","MNHT"
"MNHT",177,"198","202","1.144255744","MNHT"
"MNHT",178,"191","108","0.672549801","MNHT"
"MNHT",179,"183","116","0.555078445","MNHT"
"MNHT",180,"194","87.5","0.397278216","MNHT"
"MNHT",181,"172","288","0.888949146","MNHT"
"MNHT",182,"199","130","1.080900085","MNHT"
"MNHT",184,"191","290","1.448757207","MNHT"
"MNHT",185,"175","165","0.58848075","MNHT"
"MNHT",186,"209","292","1.798104757","MNHT"
"MNHT",187,"176","185","0.653880315","MNHT"
"MNHT",188,"198","206","1.360776","MNHT"
"MNHT",189,"*","*","*","MNHT"
"MNHT",190,"*","*","*","MNHT"
"MNHT",191,"187","302","1.236850824","MNHT"
"MNHT",192,"200","249","1.406701404","MNHT"
"MNHT",193,"202","91","0.679687291","MNHT"
"MNHT",194,"211","234","1.426719907","MNHT"
"MNHT",195,"183","58","0.158735435","MNHT"
"MNHT",196,"206","274","1.507590802","MNHT"
"MNHT",197,"196","232","1.001382586","MNHT"
"MNHT",198,"179","230","1.448406329","MNHT"
"MNHT",199,"190.5","257","1.093132263","MNHT"
"MNHT",200,"191","108","0.723728597","MNHT"
"MNHT",201,"*","*","*","MNHT"
"MNHT",202,"177","233","0.602899367","MNHT"
"MNHT",203,"194","174","0.869249064","MNHT"
"MNHT",204,"170","344","0.659734074","MNHT"
"MNHT",205,"189","55","0.096158156","MNHT"
"MNHT",206,"*","*","*","MNHT"
"MNHT",207,"183","195","1.314662137","MNHT"
"MNHT",208,"*","*","*","MNHT"
"MNHT",209,"182","104","0.46127871","MNHT"
"MNHT",210,"209","153","0.789833791","MNHT"
"MNHT",211,"196","277","1.239545517","MNHT"
"MNHT",212,"187.5","178","0.877443323","MNHT"
"MNHT",213,"210","158","0.69257046","MNHT"
"MNHT",214,"*","*","*","MNHT"
"MNHT",215,"209","204","1.138182564","MNHT"
"MNHT",216,"209","202","0.548128438","MNHT"
"MNHT",217,"*","*","*","MNHT"
"MNHT",218,"207","201","1.37875223","MNHT"
"MNHT",219,"204","163","1.055816379","MNHT"
"MNHT",220,"179","147","0.557805031","MNHT"
"MNHT",221,"170","164.5","0.6711170385","MNHT"
"MNHT",222,"190","167","0.844644148","MNHT"
"MNHT",223,"200.5","353","1.5816195855","MNHT"
"MNHT",224,"195","153","1.091979055","MNHT"
"MNHT",225,"182","192","0.863654577","MNHT"
"MNHT",226,"196","131","0.583771075","MNHT"
"MNHT",227,"192","260","0.490841312","MNHT"
"MNHT",228,"182","270","1.141990161","MNHT"
"MNHT",229,"183","95","0.768259711","MNHT"
"MNHT",230,"178","248","0.827507507","MNHT"
"MNHT",231,"179","237","0.790042765","MNHT"
"MNHT",232,"179","126","0.724395212","MNHT"
"MNHT",233,"202","115","0.807529119","MNHT"
"MNHT",234,"206","205","1.775328193","MNHT"
"MNHT",235,"181.5","228.5","0.8517717445","MNHT"
"MNHT",236,"182","153","0.616018321","MNHT"
"MNHT",237,"190","172","0.7008401395","MNHT"
"MNHT",238,"193","155","0.674758312","MNHT"
"MNHT",239,"206","214","1.702480237","MNHT"
"MNHT",240,"189","249","0.941233802","MNHT"
"MNHT",241,"206","184.5","0.9502977355","MNHT"
"MNHT",242,"181","222","0.838585838","MNHT"
"MNHT",243,"186","248","1.348095345","MNHT"
"MNHT",244,"193","143","0.994042043","MNHT"
"MNHT",245,"202","64","0.125206414","MNHT"
"MNHT",246,"193","95","0.459822659","MNHT"
"MNHT",247,"201","400","2.16155437","MNHT"
"MNHT",248,"206","134","0.979978477","MNHT"
"MNHT",249,"194","170","1.291426626","MNHT"
"MNHT",250,"202","197","1.115395875","MNHT"
"MNHT",251,"204","158","1.198319291","MNHT"
"MNHT",252,"193","139","0.607009832","MNHT"
"MNHT",253,"180","229","1.278258705","MNHT"
"MNHT",254,"183","95","0.264874295","MNHT"
"MNHT",255,"183","96","0.17852523","MNHT"
"MNHT",256,"*","315","1.522653548","MNHT"
"MNHT",257,"192","290","1.610145194","MNHT"
"MNHT",258,"181","247","1.060536078","MNHT"
"MNHT",259,"*","*","*","MNHT"
"MNHT",260,"186","240","1.229188847","MNHT"
"MNHT",261,"195","142","0.44624518","MNHT"
"MNHT",262,"197","137","0.587519604","MNHT"
"MNHT",263,"202.5","156.5","0.747832451","MNHT"
"MNHT",264,"194","231","1.700657537","MNHT"
"MNHT",265,"190","229","0.661417396","MNHT"
"MNHT",266,"*","*","*","MNHT"
"MNHT",267,"198","119","0.863018463","MNHT"
"MNHT",268,"*","*","*","MNHT"
"MNHT",269,"*","*","*","MNHT"
"MNHT",270,"194","247","0.276215304","MNHT"
"MNHT",271,"198.5","253","1.218062109","MNHT"
"MNHT",272,"192","153","*","MNHT"
"MNHT",273,"*","*","*","MNHT"
"MNHT",274,"194","164","*","MNHT"
"MNHT",275,"194.5","162","0.650693547","MNHT"
"MNHT",276,"*","*","*","MNHT"
"MNHT",277,"206","417","1.926288502","MNHT"
"MNHT",278,"195","202","1.15898345","MNHT"
"MNHT",279,"200","210","1.211752328","MNHT"
"MNHT",280,"209","211","0.657748119","MNHT"
"MNHT",281,"*","*","*","MNHT"
"MNHT",282,"189","208","1.1313406515","MNHT"
"MNHT",283,"186","131","0.406697483","MNHT"
"MNHT",284,"190","191","1.232284746","MNHT"
"MNHT",285,"204","279","2.164586852","MNHT"
"MNHT",286,"170","192","0.899023583","MNHT"
"MNHT",287,"200","381","1.279098792","MNHT"
"MNHT",288,"198","192","1.103048671","MNHT"
"MNHT",289,"194","137","0.93507292","MNHT"
"MNHT",290,"199.5","93","0.342255856","MNHT"
"MNHT",291,"*","*","*","MNHT"
"MNHT",292,"199","121","0.67415567","MNHT"
"MNHT",293,"191","202","0.441256136","MNHT"
"MNHT",294,"177","297","1.327049871","MNHT"
"MNHT",296,"200","189","1.350770294","MNHT"
"MNHT",297,"193","240","1.450075298","MNHT"
"MNHT",298,"190","118","0.68223187","MNHT"
"MNHT",299,"200","93","0.417050438","MNHT"
"MNHT",300,"*","*","*","MNHT"
"MNHT",301,"179","128","0.589558152","MNHT"
"MNHT",302,"169","373","1.090060217","MNHT"
"MNHT",303,"196","201","0.954557033","MNHT"
"MNHT",304,"198","282","1.056334873","MNHT"
"MNHT",305,"195","315","1.263455401","MNHT"
"MNHT",306,"*","*","*","MNHT"
"MNHT",307,"193","277","1.018415159","MNHT"
"MNHT",308,"192","334","1.883638092","MNHT"
"MNHT",310,"203","207","0.699848009","MNHT"
"MNHT",311,"182","174","0.805256896","MNHT"
"MNHT",312,"203","239","1.776234324","MNHT"
"MNHT",313,"189","238","1.227264872","MNHT"
"MNHT",314,"175","187","0.60130823","MNHT"
"MNHT",315,"196","163","0.8026800525","MNHT"
"MNHT",316,"*","*","*","MNHT"
"MNHT",317,"194","197","0.768606055","MNHT"
"MNHT",318,"193","194","0.819279857","MNHT"
"MNHT",319,"179","111","0.430123183","MNHT"
"MNHT",320,"194","132","0.736751812","MNHT"
"MNHT",322,"181","234","1.451655248","MNHT"
"MNHT",323,"190","191","0.757021935","MNHT"
"MNHT",324,"189","124","0.631788857","MNHT"
"MNHT",325,"198","540","2.469165344","MNHT"
"MNHT",326,"197","135","0.582314054","MNHT"
"MNHT",327,"200","114","0.346476862","MNHT"
"MNHT",328,"202","188","1.538849771","MNHT"
"MNHT",330,"180","400","1.494148405","MNHT"
"MNHT",332,"188","140","0.648042933","MNHT"
"MNHT",333,"215","160","1.114104273","MNHT"
"MNHT",334,"199","317","1.750058396","MNHT"
"MNHT",335,"*","*","*","MNHT"
"MNHT",336,"207","142.5","0.718783216","MNHT"
"MNHT",337,"179","206","0.624204445","MNHT"
"MNHT",338,"194","82","0.653359958","MNHT"
"MNHT",339,"190","197","1.101984787","MNHT"
"MNHT",340,"200","172","0.556106601","MNHT"
"MNHT",341,"175.5","176.5","0.718220517","MNHT"
"MNHT",342,"176","158","0.896772145","MNHT"
"MNHT",343,"179.5","244","0.738846352","MNHT"
"MNHT",344,"209","121","0.408127477","MNHT"
"MNHT",345,"175","172","0.604874085","MNHT"
"MNHT",346,"186","273","0.82303835","MNHT"
"MNHT",347,"180","80","0.177001306","MNHT"
"MNHT",349,"*","*","*","MNHT"
"MNHT",350,"206","135","0.622080377","MNHT"
"MNHT",352,"205","128","0.850052896","MNHT"
"MNHT",353,"196","165","0.94764567","MNHT"
"MNHT",354,"195","93","0.308542251","MNHT"
"MNHT",355,"194","282","1.477390965","MNHT"
"MNHT",356,"179","236","0.713605596","MNHT"
"MNHT",358,"192","305","1.347740928","MNHT"
"MNHT",359,"200.5","206","0.6524794215","MNHT"
"MNHT",360,"179","292","1.13801362","MNHT"
"MNHT",361,"194","125","0.530214642","MNHT"
"MNHT",362,"*","*","*","MNHT"
"MNHT",363,"*","*","*","MNHT"
"MNHT",364,"190.5","126.5","0.7581673225","MNHT"
"MNHT",365,"181","267","1.196471777","MNHT"
"MNHT",366,"196","207","1.499204187","MNHT"
"MNHT",367,"196","167","1.112778821","MNHT"
"MNHT",368,"189","217","0.70879049","MNHT"
"MNHT",369,"194.5","143.5","1.335811751","MNHT"
"MNHT",370,"201","235","1.158498486","MNHT"
"MNHT",371,"196","157","0.736569876","MNHT"
"MNHT",372,"*","*","*","MNHT"
"MNHT",373,"196","260","1.485311304","MNHT"
"MNHT",374,"*","*","*","MNHT"
"MNHT",375,"198","107","0.463532019","MNHT"
"MNHT",376,"*","*","*","MNHT"
"MNHT",377,"200","139","1.06342474","MNHT"
"MNHT",378,"205","168","1.10251606","MNHT"
"MNHT",379,"210","98.5","0.661690381","MNHT"
"MNHT",380,"198","208","1.106252281","MNHT"
"MNHT",381,"196","311","1.833558431","MNHT"
"MNHT",382,"196","153","0.817895487","MNHT"
"MNHT",383,"195","196","1.430245045","MNHT"
"MNHT",384,"174","258","0.710627467","MNHT"
"MNHT",386,"192","134.5","0.557225683","MNHT"
"MNHT",388,"192.5","93","0.3715091785","MNHT"
"MNHT",389,"193","273","1.7734195735","MNHT"
"MNHT",390,"207","99","1.028019504","MNHT"
"MNHT",391,"*","*","*","MNHT"
"MNHT",392,"188","189","0.942792278","MNHT"
"MNHT",393,"193","95","0.676121972","MNHT"
"MNHT",394,"*","*","*","MNHT"
"MNHT",395,"191","139","0.4930984","MNHT"
"MNHT",396,"188","275","1.19314153","MNHT"
"MNHT",397,"196","285","1.541332039","MNHT"
"MNHT",398,"192","116","0.675115354","MNHT"
"MNHT",399,"182","328","1.516890917","MNHT"
"MNHT",400,"199","145.5","0.7347420945","MNHT"
"MNHT",402,"203","191","1.132961876","MNHT"
"MNHT",403,"190","223","1.122477272","MNHT"
"MNHT",404,"178","207","0.737299811","MNHT"
"OVTN",1,"144","114","0.232575821","OVTN"
"OVTN",2,"*","*","*","OVTN"
"OVTN",3,"148","174","0.565123774","OVTN"
"OVTN",4,"177","96.5","0.372612563","OVTN"
"OVTN",5,"182.5","51","0.199348757","OVTN"
"OVTN",7,"145","197","0.542111782","OVTN"
"OVTN",8,"168","161","0.382482556","OVTN"
"OVTN",9,"150","101","0.25806132","OVTN"
"OVTN",10,"144","112","0.189875732","OVTN"
"OVTN",11,"168","127","0.431420786","OVTN"
"OVTN",12,"158","79","0.147947516","OVTN"
"OVTN",13,"163","65","0.234281357","OVTN"
"OVTN",14,"152","197","0.53750706","OVTN"
"OVTN",15,"200","187","1.21222683","OVTN"
"OVTN",16,"167","39","*","OVTN"
"OVTN",17,"181","109","0.685280606","OVTN"
"OVTN",18,"145","223","0.623201888","OVTN"
"OVTN",19,"151","181","0.493145893","OVTN"
"OVTN",20,"150","161","0.718214526","OVTN"
"OVTN",21,"*","*","*","OVTN"
"OVTN",22,"143","232","0.410898876","OVTN"
"OVTN",23,"215","141","1.400864922","OVTN"
"OVTN",24,"*","*","*","OVTN"
"OVTN",25,"157","126","0.314042238","OVTN"
"OVTN",26,"193","121","0.841351274","OVTN"
"OVTN",27,"144","111","0.311131787","OVTN"
"OVTN",28,"178","141","0.698301376","OVTN"
"OVTN",29,"172","69","*","OVTN"
"OVTN",30,"153","264","0.808685151","OVTN"
"OVTN",31,"*","*","*","OVTN"
"OVTN",32,"176","151.5","0.782626946","OVTN"
"OVTN",33,"149","282","0.831046797","OVTN"
"OVTN",34,"150","103","0.246659039","OVTN"
"OVTN",35,"176.5","47.5","*","OVTN"
"OVTN",36,"160","61","0.207970968","OVTN"
"OVTN",37,"169","188","0.706035916","OVTN"
"OVTN",38,"*","*","*","OVTN"
"OVTN",39,"*","*","*","OVTN"
"OVTN",40,"202","121","0.633485503","OVTN"
"OVTN",41,"144","169","0.360348566","OVTN"
"OVTN",42,"156","197","0.411628281","OVTN"
"OVTN",43,"158","118","0.426879336","OVTN"
"OVTN",44,"167","321","0.78653843","OVTN"
"OVTN",45,"167","131","0.36083807","OVTN"
"OVTN",46,"157","125","0.431449995","OVTN"
"OVTN",47,"171","47","*","OVTN"
"OVTN",48,"151","92","0.250629736","OVTN"
"OVTN",49,"146","128","0.582894576","OVTN"
"OVTN",50,"152","109","0.180281626","OVTN"
"OVTN",52,"*","*","*","OVTN"
"OVTN",53,"157","157","0.377601397","OVTN"
"OVTN",54,"158","123","0.641607371","OVTN"
"OVTN",55,"151","81","0.332382487","OVTN"
"OVTN",56,"151","101","0.368053087","OVTN"
"OVTN",57,"138.5","57","0.1879663495","OVTN"
"OVTN",58,"151","57","*","OVTN"
"OVTN",59,"*","*","*","OVTN"
"OVTN",60,"*","*","*","OVTN"
"OVTN",61,"134","76","0.263158879","OVTN"
"OVTN",62,"188","103","0.581092304","OVTN"
"OVTN",63,"156","83","0.251660637","OVTN"
"OVTN",64,"151","91","0.143355908","OVTN"
"OVTN",65,"178","182","0.56974619","OVTN"
"OVTN",66,"194","76","0.444308955","OVTN"
"OVTN",67,"151","197","0.435162588","OVTN"
"OVTN",68,"*","*","*","OVTN"
"OVTN",69,"186","81","0.236503067","OVTN"
"OVTN",70,"150","96","0.21721797","OVTN"
"OVTN",71,"202","193","0.64037393","OVTN"
"OVTN",72,"145","166","0.530500402","OVTN"
"OVTN",73,"150","111","0.281661606","OVTN"
"OVTN",74,"170.5","201","0.9581404195","OVTN"
"OVTN",75,"192","66","0.322364795","OVTN"
"OVTN",76,"198","118","0.374427481","OVTN"
"OVTN",77,"151","132","0.274693578","OVTN"
"OVTN",78,"*","*","*","OVTN"
"OVTN",79,"157","188","0.399691763","OVTN"
"OVTN",80,"150","69","0.182818962","OVTN"
"OVTN",81,"134","169","0.312135108","OVTN"
"OVTN",83,"181.5","119","0.3790895325","OVTN"
"OVTN",84,"171","19","*","OVTN"
"OVTN",85,"171","103","0.254142832","OVTN"
"OVTN",86,"167","262","0.737528145","OVTN"
"OVTN",87,"151","99","0.285806781","OVTN"
"OVTN",88,"201.5","229.5","1.2215963865","OVTN"
"OVTN",89,"157","106","0.246155639","OVTN"
"OVTN",90,"200","161","0.452230126","OVTN"
"OVTN",91,"192","162","1.263500936","OVTN"
"OVTN",93,"169","162","0.809141059","OVTN"
"OVTN",94,"151","84","0.404185977","OVTN"
"OVTN",95,"157","114","0.189298272","OVTN"
"OVTN",96,"150","126","0.153656995","OVTN"
"OVTN",97,"151","56","0.146353364","OVTN"
"OVTN",98,"154","169","0.56083939","OVTN"
"OVTN",99,"171","113","0.26013984","OVTN"
"OVTN",100,"184","108","0.484321323","OVTN"
"OVTN",101,"178","61","*","OVTN"
"OVTN",102,"160","181","0.66526604","OVTN"
"OVTN",103,"160","178","0.879234859","OVTN"
"OVTN",104,"157","116","0.449526316","OVTN"
"OVTN",105,"197","141","0.750878544","OVTN"
"OVTN",106,"168","119","0.442779819","OVTN"
"OVTN",107,"157","127","0.424191082","OVTN"
"OVTN",108,"156","70","0.214038608","OVTN"
"OVTN",110,"146","149","0.471301851","OVTN"
"OVTN",111,"*","*","*","OVTN"
"OVTN",112,"152","119","0.26874312","OVTN"
"OVTN",113,"191","109","0.556890749","OVTN"
"OVTN",114,"*","*","*","OVTN"
"OVTN",115,"181","77","0.404644405","OVTN"
"OVTN",116,"170","130","0.592870818","OVTN"
"OVTN",117,"*","*","*","OVTN"
"OVTN",118,"161","174","0.669436415","OVTN"
"OVTN",119,"174","247","1.219657087","OVTN"
"OVTN",120,"166.5","173.5","0.491015266","OVTN"
"OVTN",122,"145","81","0.163799772","OVTN"
"OVTN",123,"199","117","0.526104828","OVTN"
"OVTN",125,"167.5","123","0.42726452","OVTN"
"OVTN",126,"144","101","0.156236324","OVTN"
"OVTN",127,"143","116","0.307399948","OVTN"
"OVTN",128,"158","64","0.17402416","OVTN"
"OVTN",130,"157.5","247.5","1.320447514","OVTN"
"OVTN",131,"146","188","0.497315317","OVTN"
"OVTN",132,"171","101","0.521552674","OVTN"
"OVTN",134,"172","119","0.715128855","OVTN"
"OVTN",135,"158.5","165.5","0.6870614405","OVTN"
"OVTN",136,"159","35","*","OVTN"
"OVTN",137,"203","40","0.120872483","OVTN"
"OVTN",138,"149.5","78","0.3077420525","OVTN"
"OVTN",139,"150","90","*","OVTN"
"OVTN",141,"165","99","0.317464844","OVTN"
"OVTN",142,"151","185","0.591441521","OVTN"
