"SITE","LINE","FL50","TC","BIO"
"OVTN",184,157,191,0.736153846
"OVTN",185,144,124,0.289712605
"OVTN",186,193,211,1.057524236
"OVTN",187,178,208,0.786469972
"OVTN",188,204,171,0.905125318
"OVTN",189,165,112,0.64874173
"OVTN",190,172,83,0.198146294
"OVTN",191,157,242,0.952073301
"OVTN",192,167,126,0.361327698
"OVTN",193,191.5,58.5,0.284626189
"OVTN",194,194,169,1.121826795
"OVTN",195,157,53,NA
"OVTN",196,211,124,0.689237019
"OVTN",197,179,199,0.98312317
"OVTN",198,150,136,0.229030815
"OVTN",199,186,149,0.383049268
"OVTN",200,177,156,0.630841499
"OVTN",201,171,78,0.190630233
"OVTN",202,142,80,NA
"OVTN",203,158,176,0.568269335
"OVTN",204,NA,NA,NA
"OVTN",205,152,55,NA
"OVTN",206,NA,NA,NA
"OVTN",207,156,164,0.43754386
"OVTN",208,NA,NA,NA
"OVTN",209,NA,NA,NA
"OVTN",210,204,89,0.392009016
"OVTN",211,NA,NA,NA
"OVTN",212,151,82,0.252116916
"OVTN",213,172,121,0.243898872
"OVTN",214,203,61,0.297405779
"OVTN",215,162,252,0.745106931
"OVTN",216,156,121,0.272611428
"OVTN",217,149,208,0.745791738
"OVTN",218,188,159,0.805464617
"OVTN",219,199,106,0.529250118
"OVTN",220,151,123,0.303713899
"OVTN",221,183,96,0.251047068
"OVTN",222,200,33,NA
"OVTN",223,188,184,0.786115416
"OVTN",224,201,107,0.432120322
"OVTN",225,143,119,0.506119066
"OVTN",226,149,134,0.387464449
"OVTN",227,169,147,0.43502127
"OVTN",228,141,143,0.367298568
"OVTN",229,158,71,0.222353019
"OVTN",230,142,191,0.480913242
"OVTN",231,151,220,0.501385511
"OVTN",232,NA,NA,NA
"OVTN",233,158,171,0.799678085
"OVTN",234,171,149,0.605624401
"OVTN",235,NA,NA,NA
"OVTN",236,NA,NA,NA
"OVTN",237,151,92,0.16699564
"OVTN",238,182.5,195.5,0.9041588365
"OVTN",239,175,141,0.894817674
"OVTN",240,156,103,0.254033657
"OVTN",241,202,65,0.161384389
"OVTN",242,168,64,NA
"OVTN",243,151,173,0.565305244
"OVTN",244,182.5,124.5,0.937154984
"OVTN",245,185,79,0.259635582
"OVTN",246,NA,NA,NA
"OVTN",247,197,184,0.633593144
"OVTN",248,197,134,0.849586944
"OVTN",249,181,174,1.038306832
"OVTN",250,198,212,1.022946625
"OVTN",251,201,193,0.739583376
"OVTN",252,150,152,0.594330486
"OVTN",253,150,159,0.640595595
"OVTN",254,141,81,0.170273305
"OVTN",255,141,118,0.200989249
"OVTN",256,NA,NA,NA
"OVTN",257,149,159,0.566363198
"OVTN",258,144,468,1.282181114
"OVTN",259,161,230,0.735704989
"OVTN",260,162,149,0.530006267
"OVTN",261,164,121,0.420550109
"OVTN",262,172,93,0.410338164
"OVTN",263,161,136,0.509661352
"OVTN",264,171,136,0.630899853
"OVTN",265,150,293,0.983792891
"OVTN",266,160,223,0.813864356
"OVTN",267,174,99,0.315665655
"OVTN",268,166,48,NA
"OVTN",269,152.5,207.5,0.4368059365
"OVTN",270,164,162,0.96680159
"OVTN",271,159,236,1.047803618
"OVTN",272,153.5,202.5,0.544842803
"OVTN",273,NA,NA,NA
"OVTN",274,151,94,0.315879263
"OVTN",275,NA,NA,NA
"OVTN",276,NA,NA,NA
"OVTN",277,192,218,1.111955014
"OVTN",278,194,272,1.423413789
"OVTN",279,185,43,NA
"OVTN",280,186,137,0.549568014
"OVTN",281,150,153,0.355929763
"OVTN",282,171,115,0.349247988
"OVTN",283,141,117,0.264891447
"OVTN",284,161,188,0.657717479
"OVTN",285,170.5,248,1.1934448775
"OVTN",286,144,142,0.425563474
"OVTN",287,NA,NA,NA
"OVTN",288,174,156,0.847017205
"OVTN",289,170,104,0.428126713
"OVTN",290,180,81,0.170100305
"OVTN",291,141,172,0.642617508
"OVTN",292,166,112,0.315259395
"OVTN",293,147,192.5,0.3787459755
"OVTN",294,149,207,0.693348942
"OVTN",296,197,133,0.408631209
"OVTN",297,159,178,0.678650753
"OVTN",298,183,101,0.235298342
"OVTN",299,202.5,100.5,0.339087996
"OVTN",300,174,114,0.538039302
"OVTN",301,145,158,0.533680803
"OVTN",302,138,158,0.409381652
"OVTN",303,155,260,1.581806775
"OVTN",304,166,107,0.396467519
"OVTN",305,157,168,0.344414261
"OVTN",306,149,89,0.190939312
"OVTN",307,162,122,0.469784186
"OVTN",308,160,228,0.924848912
"OVTN",310,171,93,0.195729408
"OVTN",311,151,63,0.153011113
"OVTN",312,197,60,0.250446713
"OVTN",313,144,118.5,0.323097856
"OVTN",314,150,177,0.479647018
"OVTN",315,151,185,0.454948762
"OVTN",316,NA,NA,NA
"OVTN",317,157,134,0.341249835
"OVTN",318,144,224,0.704354103
"OVTN",319,155,174,0.702802317
"OVTN",320,161,95,0.476982223
"OVTN",322,156,164,0.869983931
"OVTN",323,195,102.5,0.39229457
"OVTN",324,160,119,0.343975405
"OVTN",325,152,247,0.926906676
"OVTN",326,159,168,0.772621216
"OVTN",327,188.5,87.5,0.198474039
"OVTN",328,157,185,0.983116663
"OVTN",330,139.5,153.5,0.2865127505
"OVTN",332,188,72,0.23816548
"OVTN",333,201,51,0.320301917
"OVTN",334,175,202,1.072679339
"OVTN",335,NA,NA,NA
"OVTN",336,202,56,NA
"OVTN",337,175,100,0.1747065905
"OVTN",338,NA,NA,NA
"OVTN",339,145,105.5,0.276361588
"OVTN",340,171,316,0.993968617
"OVTN",341,146,71,0.144483978
"OVTN",342,146,96,0.361364974
"OVTN",343,144,116,0.292760144
"OVTN",344,NA,NA,NA
"OVTN",345,136,106,0.161061391
"OVTN",346,169,132,0.446184631
"OVTN",347,167,25,NA
"OVTN",349,191,115,0.338590356
"OVTN",350,174,148,0.814990845
"OVTN",352,NA,NA,NA
"OVTN",353,159,247,0.868992381
"OVTN",354,164,149,0.16214977
"OVTN",355,158,232,1.055693626
"OVTN",356,152,143,0.312708601
"OVTN",358,159.5,268,1.1874182185
"OVTN",359,158,152,0.495125511
"OVTN",360,158,139.5,0.3933747695
"OVTN",361,181,81,0.370334874
"OVTN",362,181,208,1.454446919
"OVTN",363,150,55,0.173512924
"OVTN",364,172,267,1.559323988
"OVTN",365,136,247,0.68018682
"OVTN",366,157,174,0.504175542
"OVTN",367,157,324,1.744172631
"OVTN",368,150,57,NA
"OVTN",369,171,155,1.119707057
"OVTN",370,196,146,0.405882737
"OVTN",371,173,182,0.696633016
"OVTN",372,158.5,181,0.558378829
"OVTN",373,171,193,0.775200065
"OVTN",374,171,105,0.269853645
"OVTN",375,169,76,0.248831886
"OVTN",376,198,79,0.185147698
"OVTN",377,183.5,102.5,0.2989577475
"OVTN",378,192,62,0.196660965
"OVTN",379,169,114,0.567365375
"OVTN",380,157,184,0.627671778
"OVTN",381,154,236,0.874765101
"OVTN",382,164,177,0.472532351
"OVTN",383,150,98,0.429541076
"OVTN",384,150,163,0.430524128
"OVTN",386,185,91,0.348434313
"OVTN",388,156,104,0.311047478
"OVTN",389,162,192,1.055933632
"OVTN",390,183.5,75.5,0.3909526345
"OVTN",391,158,47,0.166401156
"OVTN",392,152,132,0.483447978
"OVTN",393,161,62,0.197543228
"OVTN",394,NA,NA,NA
"OVTN",395,151,127,0.37421545
"OVTN",396,150.5,182,0.5622786405
"OVTN",397,171,185,0.819609163
"OVTN",398,198,85,0.292380637
"OVTN",399,NA,NA,NA
"OVTN",400,163,201,0.88503247
"OVTN",402,197,128,0.68735382
"OVTN",403,153.5,223.5,0.822286212
"OVTN",404,150,99,0.307803222
"PKLE",1,124,173,0.364540541
"PKLE",2,153,159,0.54737395
"PKLE",3,139,197,0.769676471
"PKLE",4,151,131,0.474827225
"PKLE",5,141,56,0.274147059
"PKLE",7,141,124,0.308
"PKLE",8,139,142,0.455714286
"PKLE",9,131,155,0.303054726
"PKLE",10,139,64,0.0966
"PKLE",11,139,116,0.514782609
"PKLE",12,141,90,0.275978495
"PKLE",13,168,96,0.429755725
"PKLE",14,139,140,0.350307692
"PKLE",15,193,158,1.001014184
"PKLE",16,141,61,0.261726027
"PKLE",17,159,163,1.184904762
"PKLE",18,151,175,0.488834356
"PKLE",19,139,136,0.520880829
"PKLE",20,172,154,0.856578947
"PKLE",21,NA,NA,NA
"PKLE",22,139,152,0.304652778
"PKLE",23,153,124,0.895016447
"PKLE",24,NA,NA,NA
"PKLE",25,153,69,0.248845361
"PKLE",26,139,154,0.417807018
"PKLE",27,NA,NA,NA
"PKLE",28,149,193,0.585267176
"PKLE",29,131,116,0.321769231
"PKLE",30,141,103,0.265584746
"PKLE",31,141,212,0.363483051
"PKLE",32,149,220,0.814821429
"PKLE",33,141,210,0.619846154
"PKLE",34,139,188,0.516757143
"PKLE",35,139,74,0.193333333
"PKLE",36,145,50,0.1334
"PKLE",37,153,200,0.66140625
"PKLE",38,141,194,0.609438202
"PKLE",39,153,30,0.0254
"PKLE",40,176,112,0.550942982
"PKLE",41,124,210,0.46759322
"PKLE",42,141,129,0.16619883
"PKLE",43,149,153,0.751445545
"PKLE",44,162,244,0.798155738
"PKLE",45,NA,NA,NA
"PKLE",46,139,172,0.57579562
"PKLE",47,NA,NA,NA
"PKLE",48,145,109,0.347981707
"PKLE",49,NA,NA,NA
"PKLE",50,NA,NA,NA
"PKLE",52,119,93,0.168888889
"PKLE",53,151,116,0.463571429
"PKLE",54,151,157,0.875466667
"PKLE",55,131,92,0.432777778
"PKLE",56,141,73,0.337964126
"PKLE",57,NA,NA,NA
"PKLE",58,141,110,0.299897436
"PKLE",59,NA,NA,NA
"PKLE",60,NA,NA,NA
"PKLE",61,151,86,0.522418605
"PKLE",62,145,88,0.474576687
"PKLE",63,131,82,0.1248
"PKLE",64,NA,NA,NA
"PKLE",65,149,184,0.607961783
"PKLE",66,149,110,0.998248062
"PKLE",67,151,110,0.314364865
"PKLE",68,141,88,0.28484127
"PKLE",69,149,86,0.379617886
"PKLE",70,141,119,0.373359375
"PKLE",71,NA,NA,NA
"PKLE",72,124,195,0.638377778
"PKLE",73,145,182,0.545333333
"PKLE",74,149,238,1.647520737
"PKLE",75,NA,NA,NA
"PKLE",76,139,82,0.266571429
"PKLE",77,141,112,0.283333333
"PKLE",78,141,35,0.1119
"PKLE",79,141,88,0.292261905
"PKLE",80,151,81,0.238371041
"PKLE",81,128,30,0.0218
"PKLE",83,149,99,0.327014184
"PKLE",84,131,37,0.0334
"PKLE",85,131,161,0.41004065
"PKLE",86,151,115,0.339409091
"PKLE",87,149,55,0.182142857
"PKLE",88,NA,NA,NA
"PKLE",89,151,79,0.244363636
"PKLE",90,151,120,0.264273504
"PKLE",91,198,44,0.334647436
"PKLE",93,151,170,0.807810219
"PKLE",94,NA,NA,NA
"PKLE",95,135,252,0.505597222
"PKLE",96,NA,NA,NA
"PKLE",97,151,67,0.154594595
"PKLE",98,NA,NA,NA
"PKLE",99,139,45,0.0593
"PKLE",100,151,56,0.1208
"PKLE",101,162,33,0.0372
"PKLE",102,NA,NA,NA
"PKLE",103,NA,NA,NA
"PKLE",104,141,89,0.288150376
"PKLE",105,193,119,0.701563636
"PKLE",106,153,207,0.832173913
"PKLE",107,151,42,0.107213675
"PKLE",108,NA,NA,NA
"PKLE",110,124,158,0.600483871
"PKLE",111,131,142,0.472564103
"PKLE",112,174,98,0.693454054
"PKLE",113,141,203,0.969755396
"PKLE",114,168,64,0.23295082
"PKLE",115,139,109,0.276140625
"PKLE",116,NA,NA,NA
"PKLE",117,141,122,0.396933333
"PKLE",118,135,92,0.358686131
"PKLE",119,141,137,0.90896
"PKLE",120,NA,NA,NA
"PKLE",122,131,54,0.182186667
"PKLE",123,151,301,NA
"PKLE",125,141,83,0.178811321
"PKLE",126,131,79,0.04
"PKLE",127,131,68,0.0683
"PKLE",128,151,49,0.1083
"PKLE",130,151,205,1.156258993
"PKLE",131,141,145,0.553461538
"PKLE",132,145,128,0.33369863
"PKLE",134,153,53,0.1514
"PKLE",135,145,109,0.46993722
"PKLE",136,NA,NA,NA
"PKLE",137,162,37,0.1373
"PKLE",138,131,53,0.1185
"PKLE",139,141,60,0.0612
"PKLE",141,NA,NA,NA
"PKLE",142,135,229,0.669719101
"PKLE",143,153,115,0.768481283
"PKLE",144,153,36,0.097
"PKLE",145,141,57,0.148851064
"PKLE",146,159,14,NA
"PKLE",147,NA,NA,NA
"PKLE",148,141,97,0.224280702
"PKLE",150,124,185,0.377975904
"PKLE",151,141,128,0.498030457
"PKLE",152,NA,NA,NA
"PKLE",153,159,104,0.425947826
"PKLE",154,141,205,0.763888889
"PKLE",155,168,120,0.535141243
"PKLE",156,145,94,0.248781955
"PKLE",157,119,117,0.1063
"PKLE",158,139,140,0.396444444
"PKLE",159,NA,NA,NA
"PKLE",160,NA,NA,NA
"PKLE",161,141,112,0.3872
"PKLE",163,NA,NA,NA
"PKLE",164,153,100,0.335107143
"PKLE",165,NA,NA,NA
"PKLE",166,179,123,0.962926829
"PKLE",167,153,138,0.5092
"PKLE",168,151,137,0.52925974
"PKLE",169,151,109,0.390137056
"PKLE",170,149,57,0.1038
"PKLE",171,119,203,0.524558824
"PKLE",172,149,94,0.397753425
"PKLE",173,131,65,0.183523316
"PKLE",174,151,121,0.25885
"PKLE",175,159,58,0.249413174
"PKLE",176,141,114,0.409865031
"PKLE",177,149,95,0.306676056
"PKLE",178,131,97,0.543176471
"PKLE",179,NA,NA,NA
"PKLE",180,NA,NA,NA
"PKLE",181,NA,NA,NA
"PKLE",182,139,115,0.491381579
"PKLE",184,172,126,0.341084746
"PKLE",185,124,148,0.258871287
"PKLE",186,NA,NA,NA
"PKLE",187,149,213,0.968820896
"PKLE",188,151,146,0.750338384
"PKLE",189,139,87,0.359343284
"PKLE",190,NA,NA,NA
"PKLE",191,131,203,0.601577465
"PKLE",192,NA,NA,NA
"PKLE",193,153,60,0.274434783
"PKLE",194,151,194,1.324568627
"PKLE",195,139,133,0.347979798
"PKLE",196,NA,NA,NA
"PKLE",197,168,112,0.550156028
"PKLE",198,151,190,0.938450867
"PKLE",199,151,182,0.609466019
"PKLE",200,139,170,0.719404255
"PKLE",201,139,165,0.45708046
"PKLE",202,NA,NA,NA
"PKLE",203,131,172,0.551875
"PKLE",204,210,33,0.0416
"PKLE",205,141,106,0.316038462
"PKLE",206,NA,NA,NA
"PKLE",207,145,122,0.39715847
"PKLE",208,124,150,0.316423077
"PKLE",209,162,65,0.163142857
"PKLE",210,174,113,0.473860927
"PKLE",211,145,92,0.30648227
"PKLE",212,NA,NA,NA
"PKLE",213,149,89,0.238670213
"PKLE",214,162,89,0.406725
"PKLE",215,149,182,NA
"PKLE",216,141,105,0.301370968
"PKLE",217,153,136,0.443897436
"PKLE",218,149,171,0.588865248
"PKLE",219,NA,NA,NA
"PKLE",220,135,147,0.42135
"PKLE",221,135,288,0.581
"PKLE",222,149,63,0.466162162
"PKLE",223,151,288,1.196226804
"PKLE",224,162,118,0.496670886
"PKLE",225,151,201,0.580962264
"PKLE",226,153,61,0.1511
"PKLE",227,162,120,0.440668712
"PKLE",228,131,286,0.821734266
"PKLE",229,141,73,0.277242718
"PKLE",230,139,114,0.247890411
"PKLE",231,139,193,0.376936364
"PKLE",232,141,159,0.500552846
"PKLE",233,NA,NA,NA
"PKLE",234,151,215,0.939421965
"PKLE",235,141,103,0.316724638
"PKLE",236,131,130,0.45454902
"PKLE",237,149,63,0.1356
"PKLE",238,NA,NA,NA
"PKLE",239,151,145,0.895465517
"PKLE",240,NA,NA,NA
"PKLE",241,NA,NA,NA
"PKLE",242,153,66,0.0652
"PKLE",243,139,239,0.900061224
"PKLE",244,151,120,0.609321429
"PKLE",245,149,174,0.601082474
"PKLE",246,141,77,0.344117647
"PKLE",247,151,216,1.524869565
"PKLE",248,166,73,0.282919708
"PKLE",249,145,220,1.296470588
"PKLE",250,198,121,0.736743802
"PKLE",251,NA,NA,NA
"PKLE",252,141,134,0.512014706
"PKLE",253,NA,NA,NA
"PKLE",254,128,147,0.502941176
"PKLE",255,135,119,0.178550725
"PKLE",256,162,174,0.732292683
"PKLE",257,139,217,0.873757282
"PKLE",258,NA,NA,NA
"PKLE",259,149,159,0.611428571
"PKLE",260,153,189,0.676576577
"PKLE",261,168,85,0.168
"PKLE",262,NA,NA,NA
"PKLE",263,151,98,0.230223529
"PKLE",264,187,62,0.22562069
"PKLE",265,139,229,0.741684211
"PKLE",266,NA,NA,NA
"PKLE",267,151,88,0.329538462
"PKLE",268,NA,NA,NA
"PKLE",269,NA,NA,NA
"PKLE",270,139,110,0.554494382
"PKLE",271,NA,NA,NA
"PKLE",272,151,193,0.641679348
"PKLE",273,153,89,0.238290698
"PKLE",274,141,80,0.163942308
"PKLE",275,141,173,0.489723577
"PKLE",276,NA,NA,NA
"PKLE",277,151,155,0.580402878
"PKLE",278,NA,NA,NA
"PKLE",279,141,66,0.293473684
"PKLE",280,NA,NA,NA
"PKLE",281,139,198,0.615069767
"PKLE",282,NA,NA,NA
"PKLE",283,NA,NA,NA
"PKLE",284,139,159,0.544423729
"PKLE",285,NA,NA,NA
"PKLE",286,151,81,0.361590909
"PKLE",287,151,269,0.873494505
"PKLE",288,NA,NA,NA
"PKLE",289,151,42,0.20780198
"PKLE",290,NA,NA,NA
"PKLE",291,NA,NA,NA
"PKLE",292,153,207,0.503448276
"PKLE",293,131,329,0.556666667
"PKLE",294,145,125,0.411823009
"PKLE",296,151,130,0.613281553
"PKLE",297,147,156,0.675
"PKLE",298,NA,NA,NA
"PKLE",299,149,178,0.667247312
"PKLE",300,170,71,0.349130435
"PKLE",301,141,154,0.586142857
"PKLE",302,119,140,0.148
"PKLE",303,139,135,0.760655172
"PKLE",304,149,207,0.823205298
"PKLE",305,139,187,0.520457143
"PKLE",306,139,106,0.376109589
"PKLE",307,141,148,0.452774194
"PKLE",308,139,319,1.176867257
"PKLE",310,149,92,0.271327103
"PKLE",311,151,39,0.0919
"PKLE",312,198,56,0.18
"PKLE",313,131,193,0.826
"PKLE",314,131,130,0.437560976
"PKLE",315,153,119,0.396508197
"PKLE",316,NA,NA,NA
"PKLE",317,135,119,0.245975904
"PKLE",318,141,146,0.556345455
"PKLE",319,NA,NA,NA
"PKLE",320,151,156,0.546305556
"PKLE",322,139,154,0.739776824
"PKLE",323,139,183,0.529017857
"PKLE",324,151,155,0.622840909
"PKLE",325,139,270,1.133115044
"PKLE",326,NA,NA,NA
"PKLE",327,NA,NA,NA
"PKLE",328,141,132,0.576104803
"PKLE",330,131,323,0.821363636
"PKLE",332,149,113,0.445959184
"PKLE",333,162,58,0.235125
"PKLE",334,149,218,0.938
"PKLE",335,151,62,0.1275
"PKLE",336,153,59,0.197181102
"PKLE",337,128,104,0.123
"PKLE",338,141,88,0.32587931
"PKLE",339,139,149,0.326926829
"PKLE",340,159,190,0.706178161
"PKLE",341,153,81,0.212698413
"PKLE",342,135,81,0.126954545
"PKLE",343,139,131,0.298209524
"PKLE",344,NA,NA,NA
"PKLE",345,124,65,0.0562
"PKLE",346,153,121,0.276774194
"PKLE",347,124,67,0.1108
"PKLE",349,162,74,0.295528
"PKLE",350,151,112,0.306219512
"PKLE",352,145,197,0.864633721
"PKLE",353,151,198,0.851878788
"PKLE",354,145,128,0.382772727
"PKLE",355,NA,NA,NA
"PKLE",356,139,127,0.316282353
"PKLE",358,145,207,0.625777778
"PKLE",359,141,153,0.632753425
"PKLE",360,159,166,0.525583893
"PKLE",361,153,50,0.197526316
"PKLE",362,NA,NA,NA
"PKLE",363,149,76,0.18772327
"PKLE",364,151,124,0.642736527
"PKLE",365,131,121,0.195310345
"PKLE",366,153,80,0.268258065
"PKLE",367,139,161,0.958628571
"PKLE",368,149,93,0.171706897
"PKLE",369,151,135,0.977045455
"PKLE",370,151,187,0.477906977
"PKLE",371,153,128,0.520573171
"PKLE",372,162,137,0.706834711
"PKLE",373,141,157,0.853719212
"PKLE",374,141,74,0.290618182
"PKLE",375,159,64,0.234758621
"PKLE",376,NA,NA,NA
"PKLE",377,NA,NA,NA
"PKLE",378,162,102,0.381941935
"PKLE",379,159,102,0.50875
"PKLE",380,128,72,0.60048
"PKLE",381,149,218,0.80287037
"PKLE",382,149,81,0.289512605
"PKLE",383,145,86,0.483563536
"PKLE",384,139,131,0.344986486
"PKLE",386,151,103,0.501265823
"PKLE",388,151,52,0.161695238
"PKLE",389,151,209,0.996935622
"PKLE",390,153,100,0.5976
"PKLE",391,131,129,0.322910891
"PKLE",392,139,94,0.344666667
"PKLE",393,151,111,0.483834197
"PKLE",394,NA,NA,NA
"PKLE",395,141,181,0.618771186
"PKLE",396,131,318,0.912807018
"PKLE",397,149,239,1.043219512
"PKLE",398,NA,NA,NA
"PKLE",399,135,159,0.601206704
"PKLE",400,145,168,0.638197368
"PKLE",402,179,163,0.817297297
"PKLE",403,NA,NA,NA
"PKLE",404,141,103,0.307038462
"STIL",1,153,151,0.345053914
"STIL",2,200,260,1.184172557
"STIL",3,187,106.5,0.3167681855
"STIL",4,200,158,0.768499549
"STIL",5,182,54,0.150626777
"STIL",7,187,102,0.347557506
"STIL",8,200,133,0.610604615
"STIL",9,175,169,0.483831467
"STIL",10,168,103,0.213455059
"STIL",11,200,136,0.154097008
"STIL",12,193.5,134,0.410369072
"STIL",13,200,67,0.519956467
"STIL",14,200,93,0.428850618
"STIL",15,NA,156,1.2246984
"STIL",16,200,56,0.206178182
"STIL",17,200,146,0.780742292
"STIL",18,189,270,0.519740833
"STIL",19,186,253.5,1.0232323485
"STIL",20,172,126,0.438597223
"STIL",21,214,87,0.297637897
"STIL",22,200,131,0.236167736
"STIL",23,214,186,1.650265926
"STIL",24,210,154,0.539175396
"STIL",25,200,112,0.745630685
"STIL",26,214,133,1.03329478
"STIL",27,NA,NA,NA
"STIL",28,200,256,1.14305184
"STIL",29,200,121,0.504095027
"STIL",30,200,134,0.619723548
"STIL",31,200,56,0.073375176
"STIL",32,210,429,2.085245476
"STIL",33,172,221,0.915662355
"STIL",34,172,190,0.666176702
"STIL",35,182,164,0.800937225
"STIL",36,200,68.5,0.5633635035
"STIL",37,200,131,0.512907877
"STIL",38,189,217,0.839318327
"STIL",39,200,54,0.071431811
"STIL",40,200,137,1.115443788
"STIL",41,186,153,0.408430123
"STIL",42,200,183,0.557147909
"STIL",43,189,147,0.975556324
"STIL",44,200,175,0.765189983
"STIL",45,NA,NA,NA
"STIL",46,200,156.5,0.6646867385
"STIL",47,NA,NA,NA
"STIL",48,172,194,0.974191909
"STIL",49,189,122,0.60724629
"STIL",50,200,110,0.287932313
"STIL",52,175,185,0.565117372
"STIL",53,193.5,119,0.7642691675
"STIL",54,200,134,0.882107369
"STIL",55,172,137,0.451265887
"STIL",56,182,18,NA
"STIL",57,172,63,0.297938324
"STIL",58,200,159,0.438836598
"STIL",59,NA,NA,NA
"STIL",60,NA,NA,NA
"STIL",61,187.5,155,0.5615817875
"STIL",62,200,149,0.585801761
"STIL",63,NA,NA,NA
"STIL",64,172,247,0.814139487
"STIL",65,200,166,0.44252878
"STIL",66,200,153,0.999753796
"STIL",67,NA,NA,NA
"STIL",68,200,110,0.3005047
"STIL",69,200,244,1.012322955
"STIL",70,200,314,1.271401576
"STIL",71,NA,NA,NA
"STIL",72,172,162,0.470920234
"STIL",73,200,175,0.522850133
"STIL",74,200,149,1.107298118
"STIL",75,NA,NA,NA
"STIL",76,210,124,0.505022904
"STIL",77,175,135,0.569336166
"STIL",78,172,201,0.706164814
"STIL",79,200,111,0.384219106
"STIL",80,187,103,0.389227549
"STIL",81,168,163,0.436735541
"STIL",83,200,290,1.203212463
"STIL",84,182,98,0.28122704
"STIL",85,200,210,0.631765548
"STIL",86,200,121,0.4796881825
"STIL",87,182,75,0.214700213
"STIL",88,NA,178,0.627284546
"STIL",89,175,120,0.424493645
"STIL",90,214,209,0.611856165
"STIL",91,214,139,0.546795836
"STIL",93,200,159,0.535183244
"STIL",94,187,98,0.312386838
"STIL",95,200,156,0.573892487
"STIL",96,189,103,0.75238673
"STIL",97,175,211,0.688512036
"STIL",98,NA,NA,NA
"STIL",99,193.5,99.5,0.5601681915
"STIL",100,200,120,0.533034667
"STIL",101,191,92.5,0.3224382605
"STIL",102,NA,NA,NA
"STIL",103,214,156,0.680388
"STIL",104,200,75,0.347960986
"STIL",105,214,230,0.999779332
"STIL",106,187,193.5,0.6295866945
"STIL",107,214,124,0.557426313
"STIL",108,NA,NA,NA
"STIL",110,186,146.666666666667,0.564811473
"STIL",111,168,74,0.256603474
"STIL",112,194.5,186,0.726048895
"STIL",113,214,242,1.594256514
"STIL",114,200,53,0.404858975
"STIL",115,200,78,0.424462239
"STIL",116,200,205,0.868687262
"STIL",117,200,145,0.682775326
"STIL",118,187,51,0.077316818
"STIL",119,200,254,1.290632907
"STIL",120,200,210,1.011550301
"STIL",122,NA,NA,NA
"STIL",123,200,134,0.4309124
"STIL",125,200,150,0.309652139
"STIL",126,172,52,0.284829094
"STIL",127,200,80,0.275395143
"STIL",128,187,52,0.333302409
"STIL",130,187,171,1.104548458
"STIL",131,172,199,0.6650244
"STIL",132,200,82,0.324423417
"STIL",134,214,45,0.178196857
"STIL",135,172,127,0.46465522
"STIL",136,214,116,0.75296272
"STIL",137,200,73,0.411135789
"STIL",138,200,87,0.535146925
"STIL",139,172,141,0.303018161
"STIL",141,NA,NA,NA
"STIL",142,200,180,0.712181832
"STIL",143,200,106,0.959389872
"STIL",144,182,180,0.246955644
"STIL",145,200,105,0.396676156
"STIL",146,175,126,0.625407152
"STIL",147,200,166,0.6131364705
"STIL",148,175,65,0.189475139
"STIL",150,168,54,0.116498089
"STIL",151,200,202,0.89612078
"STIL",152,NA,NA,NA
"STIL",153,200,171,1.445296248
"STIL",154,210,112,0.7484268
"STIL",155,214,140,0.627290471
"STIL",156,187,174,0.422726272
"STIL",157,200,118,0.550577132
"STIL",158,200,208,0.639667809
"STIL",159,200,169,0.964913891
"STIL",160,NA,NA,NA
"STIL",161,200,227,0.490356825
"STIL",163,172,89,0.138237562
"STIL",164,200,128,0.477989752
"STIL",165,NA,NA,NA
"STIL",166,200,169.5,1.0143966545
"STIL",167,205,138.5,0.5391162955
"STIL",168,200,122,0.182124061
"STIL",169,200,101,0.76818
"STIL",170,200,73,0.150752635
"STIL",171,168,140,0.260322365
"STIL",172,200,81.5,0.3224966465
"STIL",173,172,44,0.123320325
"STIL",174,168,32,0.11532
"STIL",175,200,191,1.830022945
"STIL",176,191,127.5,0.4773706925
"STIL",177,200,167,0.92079176
"STIL",178,200,117.5,0.603600169
"STIL",179,200,133,0.669439228
"STIL",180,NA,NA,NA
"STIL",181,NA,NA,NA
"STIL",182,187,166,0.551567872
"STIL",184,200,153.5,0.8091752005
"STIL",185,172,217,0.582883578
"STIL",186,214,344,1.20269783
"STIL",187,186,173,0.6790423785
"STIL",188,200,92,0.580330941
"STIL",189,187,80,0.455930103
"STIL",190,175,138,0.172273325
"STIL",191,210,214,1.140852606
"STIL",192,NA,NA,NA
"STIL",193,214,146,0.844899725
"STIL",194,214,121,0.7257472
"STIL",195,175,142,0.375833371
"STIL",196,210,112.5,0.756937701
"STIL",197,200,177,0.924346941
"STIL",198,173.5,186,0.8683896775
"STIL",199,200,183,0.638307778
"STIL",200,200,94.5,0.3687455045
"STIL",201,189,221,0.923240354
"STIL",202,168,90,0.200876457
"STIL",203,200,199,0.083334344
"STIL",204,NA,NA,NA
"STIL",205,200,56,0.160428328
"STIL",206,NA,NA,NA
"STIL",207,187,94,0.384404866
"STIL",208,182,70,0.337674044
"STIL",209,200,229,0.682726103
"STIL",210,229,123.5,0.660388802
"STIL",211,NA,NA,NA
"STIL",212,NA,NA,NA
"STIL",213,200,103,0.541095969
"STIL",214,214,59,0.370719516
"STIL",215,214,67,0.241075748
