SITE,PLANT_ID,ECOTYPE,SUBPOP,PLOT_GL,REP,PL,PBN,SBN
KBSM,AP13,Lowland,Gulf,M2821,A,46.5,36,16
KBSM,AP13,Lowland,Gulf,M2821,B,58.8,41,21
KBSM,AP13,Lowland,Gulf,M2821,C,58.7,38,15
KBSM,J201.A,Unknown,4X,M2902,A,45.3,29,11
KBSM,J201.A,Unknown,4X,M2902,B,64.7,37,13
KBSM,J201.A,Unknown,4X,M2902,C,53.7,34,12
KBSM,J331.A,Lowland,Gulf,M2920,A,90.7,36,18
KBSM,J331.A,Lowland,Gulf,M2920,B,76.6,40,15
KBSM,J331.A,Lowland,Gulf,M2920,C,76.7,38,14
KBSM,J299.A,Coastal,Gulf,M3001,A,70.8,38,11
KBSM,J299.A,Coastal,Gulf,M3001,B,76.3,37,18
KBSM,J299.A,Coastal,Gulf,M3001,C,67.6,34,14
KBSM,J663.B,Coastal,Atlantic,M3003,A,64.5,34,23
KBSM,J663.B,Coastal,Atlantic,M3003,B,62.5,38,15
KBSM,J663.B,Coastal,Atlantic,M3003,C,62.1,34,21
KBSM,J250.A,Lowland,Gulf,M3004,A,71.2,40,17
KBSM,J250.A,Lowland,Gulf,M3004,B,74.2,35,21
KBSM,J250.A,Lowland,Gulf,M3004,C,70.4,36,19
KBSM,J018.B,Lowland,Gulf,M3005,A,66.5,33,7
KBSM,J018.B,Lowland,Gulf,M3005,B,59.1,30,17
KBSM,J018.B,Lowland,Gulf,M3005,C,69.9,29,15
KBSM,J293.A,Lowland,Gulf,M3008,A,73,39,18
KBSM,J293.A,Lowland,Gulf,M3008,B,76.6,37,19
KBSM,J293.A,Lowland,Gulf,M3008,C,72.2,39,18
KBSM,J387.B,Upland,Midwest,M3011,A,62.4,23,11
KBSM,J387.B,Upland,Midwest,M3011,B,60.8,19,10
KBSM,J387.B,Upland,Midwest,M3011,C,60.4,21,11
KBSM,J271.A,Lowland,Gulf,M3014,A,54.5,39,14
KBSM,J271.A,Lowland,Gulf,M3014,B,44.4,33,15
KBSM,J271.A,Lowland,Gulf,M3014,C,41.5,30,14
KBSM,J430.A,Upland,Atlantic,M3015,A,35,23,10
KBSM,J430.A,Upland,Atlantic,M3015,B,39.2,24,11
KBSM,J430.A,Upland,Atlantic,M3015,C,37.7,22,11
KBSM,J295.A,Lowland,Gulf,M3016,A,67.5,52,21
KBSM,J295.A,Lowland,Gulf,M3016,B,58.7,47,16
KBSM,J295.A,Lowland,Gulf,M3016,C,69.2,53,21
KBSM,J600.B,Coastal,Atlantic,M3017,A,48.6,31,14
KBSM,J600.B,Coastal,Atlantic,M3017,B,50.7,30,16
KBSM,J600.B,Coastal,Atlantic,M3017,C,53.7,27,9
KBSM,J016.D,Lowland,Gulf,M3019,A,49.1,35,15
KBSM,J016.D,Lowland,Gulf,M3019,B,45.5,36,14
KBSM,J016.D,Lowland,Gulf,M3019,C,50.3,37,14
KBSM,J306.B,Lowland,Gulf,M3020,A,68.3,34,20
KBSM,J306.B,Lowland,Gulf,M3020,B,67.3,38,16
KBSM,J306.B,Lowland,Gulf,M3020,C,65.9,35,16
KBSM,J211.A,Lowland,Gulf,M3021,A,63.3,45,18
KBSM,J211.A,Lowland,Gulf,M3021,B,66,44,24
KBSM,J211.A,Lowland,Gulf,M3021,C,67,38,25
KBSM,J308.A,Lowland,Gulf,M3201,A,81,41,20
KBSM,J308.A,Lowland,Gulf,M3201,B,66.3,40,13
KBSM,J308.A,Lowland,Gulf,M3201,C,62.1,43,13
KBSM,J534.C,Upland,Atlantic,M3202,A,44.3,35,11
KBSM,J534.C,Upland,Atlantic,M3202,B,46.3,36,12
KBSM,J534.C,Upland,Atlantic,M3202,C,49.6,30,9
KBSM,J602.B,Coastal,Atlantic,M3203,A,83,32,27
KBSM,J602.B,Coastal,Atlantic,M3203,B,83.2,27,27
KBSM,J602.B,Coastal,Atlantic,M3203,C,83.7,32,23
KBSM,AP13,Lowland,Gulf,M3204,A,62.7,36,19
KBSM,AP13,Lowland,Gulf,M3204,B,60.6,38,15
KBSM,AP13,Lowland,Gulf,M3204,C,60.9,37,20
KBSM,J580.A,Upland,Midwest,M3205,A,59.2,19,11
KBSM,J580.A,Upland,Midwest,M3205,B,50.9,19,10
KBSM,J580.A,Upland,Midwest,M3205,C,46.7,12,9
KBSM,J374.B,Upland,Midwest,M3206,A,44.6,21,10
KBSM,J374.B,Upland,Midwest,M3206,B,41.3,18,9
KBSM,J374.B,Upland,Midwest,M3206,C,45.5,21,11
KBSM,J514.A,Lowland,Gulf,M3207,A,50,32,10
KBSM,J514.A,Lowland,Gulf,M3207,B,49.7,29,12
KBSM,J514.A,Lowland,Gulf,M3207,C,54,30,14
KBSM,J385.B,Upland,Midwest,M3208,A,48.1,20,11
KBSM,J385.B,Upland,Midwest,M3208,B,42.4,18,10
KBSM,J385.B,Upland,Midwest,M3208,C,48.4,20,11
KBSM,J657.C,Upland,Midwest,M3210,A,50.4,15,8
KBSM,J657.C,Upland,Midwest,M3210,B,52.3,13,11
KBSM,J657.C,Upland,Midwest,M3210,C,58,13,11
KBSM,AP13,Lowland,Gulf,M3211,A,63.5,36,15
KBSM,AP13,Lowland,Gulf,M3211,B,63,40,13
KBSM,AP13,Lowland,Gulf,M3211,C,62,37,16
KBSM,J205.A,Coastal,Atlantic,M3212,A,49.5,23,12
KBSM,J205.A,Coastal,Atlantic,M3212,B,51.6,21,11
KBSM,J205.A,Coastal,Atlantic,M3212,C,46,20,15
KBSM,J681.A,Coastal,Gulf,M3213,A,65.7,38,16
KBSM,J681.A,Coastal,Gulf,M3213,B,69.1,39,18
KBSM,J681.A,Coastal,Gulf,M3213,C,74,39,19
KBSM,J599.B,Coastal,Atlantic,M3216,A,53.4,22,15
KBSM,J599.B,Coastal,Atlantic,M3216,B,52.4,27,13
KBSM,J599.B,Coastal,Atlantic,M3216,C,56.2,27,14
KBSM,J662.E,Lowland,Gulf,M3217,A,67,48,18
KBSM,J662.E,Lowland,Gulf,M3217,B,67.2,51,18
KBSM,J662.E,Lowland,Gulf,M3217,C,63.3,45,17
KBSM,AP13,Lowland,Gulf,M3218,A,48.6,40,16
KBSM,AP13,Lowland,Gulf,M3218,B,54.1,29,19
KBSM,AP13,Lowland,Gulf,M3218,C,55.5,27,15
KBSM,J614.C,Coastal,Atlantic,M3219,A,62.3,32,22
KBSM,J614.C,Coastal,Atlantic,M3219,B,64.9,35,18
KBSM,J614.C,Coastal,Atlantic,M3219,C,66,34,19
KBSM,J582.C,Upland,Midwest,M3220,A,40.3,23,11
KBSM,J582.C,Upland,Midwest,M3220,B,41.6,26,10
KBSM,J582.C,Upland,Midwest,M3220,C,44,27,13
KBSM,J008.B,Lowland,Gulf,M3221,A,48.8,27,16
KBSM,J008.B,Lowland,Gulf,M3221,B,51.4,32,16
KBSM,J008.B,Lowland,Gulf,M3221,C,54.8,33,18
KBSM,J649.B,Upland,Atlantic,M3318,A,30.3,18,8
KBSM,J649.B,Upland,Atlantic,M3318,B,34,23,13
KBSM,J649.B,Upland,Atlantic,M3318,C,20.5,9,14
KBSM,J647.A,Unknown,4X,M3401,A,27.8,15,8
KBSM,J647.A,Unknown,4X,M3401,B,29.1,15,8
KBSM,J647.A,Unknown,4X,M3401,C,28.1,15,9
KBSM,J669.B,Upland,Atlantic,M3402,A,45.6,20,15
KBSM,J669.B,Upland,Atlantic,M3402,B,46.1,20,14
KBSM,J669.B,Upland,Atlantic,M3402,C,47.9,22,13
KBSM,J641.B,Upland,Atlantic,M3404,A,27.5,19,8
KBSM,J641.B,Upland,Atlantic,M3404,B,24.9,16,9
KBSM,J641.B,Upland,Atlantic,M3404,C,28.9,15,8
KBSM,J470.A,Upland,Midwest,M3405,A,51.2,25,13
KBSM,J470.A,Upland,Midwest,M3405,B,46.7,21,10
KBSM,J470.A,Upland,Midwest,M3405,C,47.3,26,10
KBSM,J311.A,Lowland,Gulf,M3406,A,73.3,36,19
KBSM,J311.A,Lowland,Gulf,M3406,B,61.3,33,19
KBSM,J311.A,Lowland,Gulf,M3406,C,71.2,35,15
KBSM,J415.B,Upland,Midwest,M3407,A,42.3,21,11
KBSM,J415.B,Upland,Midwest,M3407,B,43.6,13,13
KBSM,J415.B,Upland,Midwest,M3407,C,44.2,15,11
KBSM,J605.A,Upland,Atlantic,M3408,A,33,22,11
KBSM,J605.A,Upland,Atlantic,M3408,B,40.4,14,10
KBSM,J605.A,Upland,Atlantic,M3408,C,32.9,21,12
KBSM,J428.A,Upland,4X,M3409,A,40,21,11
KBSM,J428.A,Upland,4X,M3409,B,45.3,27,11
KBSM,J428.A,Upland,4X,M3409,C,40.3,22,11
KBSM,J618.A,Unknown,4X,M3410,A,32.4,13,10
KBSM,J618.A,Unknown,4X,M3410,B,29.7,12,8
KBSM,J618.A,Unknown,4X,M3410,C,33,18,9
KBSM,J671.C,Upland,Atlantic,M3411,A,58.7,28,13
KBSM,J671.C,Upland,Atlantic,M3411,B,62.3,25,18
KBSM,J671.C,Upland,Atlantic,M3411,C,61,27,13
KBSM,J393.A,Upland,Midwest,M3414,A,56.7,25,14
KBSM,J393.A,Upland,Midwest,M3414,B,57.2,25,13
KBSM,J393.A,Upland,Midwest,M3414,C,54.6,27,13
KBSM,J412.A,Upland,Midwest,M3415,A,42.4,22,9
KBSM,J412.A,Upland,Midwest,M3415,B,37.8,25,11
KBSM,J412.A,Upland,Midwest,M3415,C,41.5,26,12
KBSM,J522.C,Upland,Atlantic,M3417,A,54.4,29,11
KBSM,J522.C,Upland,Atlantic,M3417,B,43.7,26,12
KBSM,J522.C,Upland,Atlantic,M3417,C,44.4,26,12
KBSM,J603.A,Coastal,Atlantic,M3418,A,45.2,23,9
KBSM,J603.A,Coastal,Atlantic,M3418,B,42.5,24,12
KBSM,J603.A,Coastal,Atlantic,M3418,C,45.8,26,11
KBSM,J621.A,Coastal,Atlantic,M3419,A,69.5,37,19
KBSM,J621.A,Coastal,Atlantic,M3419,B,68.5,36,15
KBSM,J621.A,Coastal,Atlantic,M3419,C,66.7,33,19
KBSM,J601.B,Coastal,Atlantic,M3420,A,51.7,30,14
KBSM,J601.B,Coastal,Atlantic,M3420,B,47.2,32,17
KBSM,J601.B,Coastal,Atlantic,M3420,C,45.9,27,19
KBSM,J461.B,Coastal,Gulf,M3520,A,84.7,32,23
KBSM,J461.B,Coastal,Gulf,M3520,B,71.7,37,22
KBSM,J461.B,Coastal,Gulf,M3520,C,73.1,36,17
KBSM,AP13,Lowland,Gulf,M3601,A,66.6,46,13
KBSM,AP13,Lowland,Gulf,M3601,B,65.4,44,15
KBSM,AP13,Lowland,Gulf,M3601,C,58.6,39,15
KBSM,J344.B,Upland,4X,M3602,A,47.2,17,10
KBSM,J344.B,Upland,4X,M3602,B,43.9,20,11
KBSM,J344.B,Upland,4X,M3602,C,46.1,24,11
KBSM,J626.B,Upland,Atlantic,M3603,A,41.4,28,9
KBSM,J626.B,Upland,Atlantic,M3603,B,34.3,14,10
KBSM,J626.B,Upland,Atlantic,M3603,C,43.7,21,10
KBSM,J245.A,Lowland,Gulf,M3606,A,52.7,39,18
KBSM,J245.A,Lowland,Gulf,M3606,B,50.7,39,15
KBSM,J245.A,Lowland,Gulf,M3606,C,52.4,39,15
KBSM,AP13,Lowland,Gulf,M3607,A,66.1,39,16
KBSM,AP13,Lowland,Gulf,M3607,B,61.9,38,15
KBSM,AP13,Lowland,Gulf,M3607,C,65.7,37,15
KBSM,J029.A,Upland,Midwest,M3608,A,46.3,18,8
KBSM,J029.A,Upland,Midwest,M3608,B,47.5,22,11
KBSM,J029.A,Upland,Midwest,M3608,C,35.9,22,10
KBSM,J208.A,Upland,Atlantic,M3609,A,42.2,27,13
KBSM,J208.A,Upland,Atlantic,M3609,B,40.8,28,12
KBSM,J208.A,Upland,Atlantic,M3609,C,40.3,28,12
KBSM,J503.A,Coastal,Gulf,M3610,A,84.6,50,20
KBSM,J503.A,Coastal,Gulf,M3610,B,76.1,56,23
KBSM,J503.A,Coastal,Gulf,M3610,C,78.4,51,21
KBSM,J229.A,Lowland,Gulf,M3611,A,75.2,34,16
KBSM,J229.A,Lowland,Gulf,M3611,B,76.9,38,17
KBSM,J229.A,Lowland,Gulf,M3611,C,74.6,43,12
KBSM,J683.E,Upland,Atlantic,M3612,A,28.7,23,10
KBSM,J683.E,Upland,Atlantic,M3612,B,20.7,14,9
KBSM,J683.E,Upland,Atlantic,M3612,C,31,23,8
KBSM,J065.A,Lowland,Gulf,M3613,A,75.9,29,15
KBSM,J065.A,Lowland,Gulf,M3613,B,60,28,14
KBSM,J065.A,Lowland,Gulf,M3613,C,72.2,24,13
KBSM,AP13,Lowland,Gulf,M3614,A,53.7,36,11
KBSM,AP13,Lowland,Gulf,M3614,B,56,43,14
KBSM,AP13,Lowland,Gulf,M3614,C,56.6,42,14
KBSM,J651.C,Lowland,Gulf,M3615,A,67.3,60,NA
KBSM,J651.C,Lowland,Gulf,M3615,B,70.1,57,20
KBSM,J651.C,Lowland,Gulf,M3615,C,56.4,65,15
KBSM,J665.H,Upland,Atlantic,M3616,A,42.5,24,8
KBSM,J665.H,Upland,Atlantic,M3616,B,39.9,24,9
KBSM,J665.H,Upland,Atlantic,M3616,C,38.8,14,10
KBSM,J005.B,Coastal,Gulf,M3617,A,77.2,42,22
KBSM,J005.B,Coastal,Gulf,M3617,B,57.8,49,19
KBSM,J005.B,Coastal,Gulf,M3617,C,75.5,41,24
KBSM,AP13,Lowland,Gulf,M3621,A,56,38,15
KBSM,AP13,Lowland,Gulf,M3621,B,56,43,14
KBSM,AP13,Lowland,Gulf,M3621,C,58.5,40,19
KBSM,J016.C,Lowland,Gulf,M3720,A,44,37,15
KBSM,J016.C,Lowland,Gulf,M3720,B,41.1,32,15
KBSM,J016.C,Lowland,Gulf,M3720,C,42.6,32,13
KBSM,J353.B,Upland,Midwest,M3803,A,37.1,19,8
KBSM,J353.B,Upland,Midwest,M3803,B,38.7,18,8
KBSM,J353.B,Upland,Midwest,M3803,C,37.7,20,8
KBSM,J612.A,Upland,Atlantic,M3805,A,22.7,18,7
KBSM,J612.A,Upland,Atlantic,M3805,B,22.7,19,7
KBSM,J612.A,Upland,Atlantic,M3805,C,26.5,20,7
KBSM,J448.B,Unknown,4X,M3806,A,46.3,21,11
KBSM,J448.B,Unknown,4X,M3806,B,33.6,21,12
KBSM,J448.B,Unknown,4X,M3806,C,31,22,10
KBSM,J394.C,Lowland,Gulf,M3808,A,60.4,41,21
KBSM,J394.C,Lowland,Gulf,M3808,B,58.5,39,21
KBSM,J394.C,Lowland,Gulf,M3808,C,58.8,36,29
KBSM,J021.C,Coastal,Atlantic,M3809,A,62.5,29,17
KBSM,J021.C,Coastal,Atlantic,M3809,B,62.7,27,17
KBSM,J021.C,Coastal,Atlantic,M3809,C,55.8,28,15
KBSM,J466.B,Coastal,Gulf,M3810,A,72.6,54,24
KBSM,J466.B,Coastal,Gulf,M3810,B,77.7,47,27
KBSM,J466.B,Coastal,Gulf,M3810,C,80,50,36
KBSM,J678.C,Coastal,Atlantic,M3811,A,57.5,31,13
KBSM,J678.C,Coastal,Atlantic,M3811,B,58.3,33,13
KBSM,J678.C,Coastal,Atlantic,M3811,C,60.1,32,12
KBSM,J016.B,Lowland,Gulf,M3812,A,65.6,33,17
KBSM,J016.B,Lowland,Gulf,M3812,B,66.4,37,17
KBSM,J016.B,Lowland,Gulf,M3812,C,64.5,34,16
KBSM,J662.B,Upland,Atlantic,M3813,A,56.2,24,14
KBSM,J662.B,Upland,Atlantic,M3813,B,55.8,24,12
KBSM,J662.B,Upland,Atlantic,M3813,C,63.4,25,15
KBSM,J539.B,Upland,Midwest,M3814,A,43.3,26,12
KBSM,J539.B,Upland,Midwest,M3814,B,43.5,24,12
KBSM,J539.B,Upland,Midwest,M3814,C,45.3,27,13
KBSM,J661.B,Upland,Atlantic,M3815,A,42.1,27,11
KBSM,J661.B,Upland,Atlantic,M3815,B,43,25,15
KBSM,J661.B,Upland,Atlantic,M3815,C,47.5,25,13
KBSM,J647.B,Upland,Atlantic,M3816,A,29.3,12,7
KBSM,J647.B,Upland,Atlantic,M3816,B,29.8,13,8
KBSM,J647.B,Upland,Atlantic,M3816,C,28.7,16,6
KBSM,J172.A,Upland,Atlantic,M3817,A,39.4,25,11
KBSM,J172.A,Upland,Atlantic,M3817,B,44.5,20,10
KBSM,J172.A,Upland,Atlantic,M3817,C,39.3,19,11
KBSM,J003.D,Lowland,Gulf,M3818,A,52,46,13
KBSM,J003.D,Lowland,Gulf,M3818,B,52.1,41,19
KBSM,J003.D,Lowland,Gulf,M3818,C,51.7,48,18
KBSM,J516.C,Upland,Atlantic,M3820,A,35,22,10
KBSM,J516.C,Upland,Atlantic,M3820,B,36.6,19,11
KBSM,J516.C,Upland,Atlantic,M3820,C,36.5,23,9
KBSM,J208.C,Coastal,Atlantic,M3821,A,61.9,31,15
KBSM,J208.C,Coastal,Atlantic,M3821,B,63.6,24,16
KBSM,J208.C,Coastal,Atlantic,M3821,C,66.2,31,15
KBSM,J251.A,Lowland,Gulf,M3902,A,62.8,54,13
KBSM,J251.A,Lowland,Gulf,M3902,B,71.4,46,17
KBSM,J251.A,Lowland,Gulf,M3902,C,54.2,55,16
KBSM,J279.A,Lowland,Gulf,M3920,A,46.1,27,11
KBSM,J279.A,Lowland,Gulf,M3920,B,39.3,27,7
KBSM,J279.A,Lowland,Gulf,M3920,C,41,28,10
KBSM,J484.B,Lowland,Gulf,M4001,A,77.2,65,19
KBSM,J484.B,Lowland,Gulf,M4001,B,77.9,61,16
KBSM,J484.B,Lowland,Gulf,M4001,C,57.7,53,7
KBSM,J006.C,Coastal,Atlantic,M4002,A,42.8,31,14
KBSM,J006.C,Coastal,Atlantic,M4002,B,43.2,28,13
KBSM,J006.C,Coastal,Atlantic,M4002,C,43.3,33,13
KBSM,J016.A,Lowland,Gulf,M4003,A,57.7,63,23
KBSM,J016.A,Lowland,Gulf,M4003,B,52.8,55,20
KBSM,J016.A,Lowland,Gulf,M4003,C,56.9,62,15
KBSM,AP13,Lowland,Gulf,M4004,A,63.7,40,15
KBSM,AP13,Lowland,Gulf,M4004,B,65.6,31,15
KBSM,AP13,Lowland,Gulf,M4004,C,66,33,19
KBSM,J608.B,Unknown,4X,M4005,A,38.1,20,12
KBSM,J608.B,Unknown,4X,M4005,B,41,21,11
KBSM,J608.B,Unknown,4X,M4005,C,43.2,20,13
KBSM,J433.A,Upland,Atlantic,M4006,A,29.2,28,12
KBSM,J433.A,Upland,Atlantic,M4006,B,30.7,25,10
KBSM,J433.A,Upland,Atlantic,M4006,C,36.1,25,9
KBSM,J592.C,Upland,Atlantic,M4008,A,35.5,21,10
KBSM,J592.C,Upland,Atlantic,M4008,B,28.4,19,9
KBSM,J592.C,Upland,Atlantic,M4008,C,32.4,19,10
KBSM,J574.B,Upland,Atlantic,M4009,A,56.8,28,14
KBSM,J574.B,Upland,Atlantic,M4009,B,55.9,25,13
KBSM,J574.B,Upland,Atlantic,M4009,C,55.5,25,13
KBSM,J246.A,Lowland,Gulf,M4010,A,63,33,14
KBSM,J246.A,Lowland,Gulf,M4010,B,58.2,31,17
KBSM,J246.A,Lowland,Gulf,M4010,C,57.8,31,15
KBSM,AP13,Lowland,Gulf,M4011,A,66.5,38,16
KBSM,AP13,Lowland,Gulf,M4011,B,63.6,40,16
KBSM,AP13,Lowland,Gulf,M4011,C,63.1,43,14
KBSM,J591.B,Lowland,Atlantic,M4012,A,51,22,12
KBSM,J591.B,Lowland,Atlantic,M4012,B,51.5,21,13
KBSM,J591.B,Lowland,Atlantic,M4012,C,56.4,21,14
KBSM,J037.A,Upland,Midwest,M4013,A,35.4,18,7
KBSM,J037.A,Upland,Midwest,M4013,B,33.5,17,7
KBSM,J037.A,Upland,Midwest,M4013,C,32.6,18,8
KBSM,J513.A,Unknown,4X,M4014,A,53.2,24,12
KBSM,J513.A,Unknown,4X,M4014,B,48.4,23,13
KBSM,J513.A,Unknown,4X,M4014,C,47.3,21,13
KBSM,J516.B,Upland,Gulf,M4015,A,33.4,19,11
KBSM,J516.B,Upland,Gulf,M4015,B,33.8,19,8
KBSM,J516.B,Upland,Gulf,M4015,C,37,16,10
KBSM,J592.A,Upland,Atlantic,M4016,A,34.8,24,9
KBSM,J592.A,Upland,Atlantic,M4016,B,36.1,24,9
KBSM,J592.A,Upland,Atlantic,M4016,C,43.8,22,10
KBSM,J379.B,Upland,Midwest,M4017,A,36.2,17,10
KBSM,J379.B,Upland,Midwest,M4017,B,36,20,10
KBSM,J379.B,Upland,Midwest,M4017,C,34.3,19,11
KBSM,AP13,Lowland,Gulf,M4018,A,52.1,39,19
KBSM,AP13,Lowland,Gulf,M4018,B,55.8,41,15
KBSM,AP13,Lowland,Gulf,M4018,C,55.7,38,15
KBSM,J536.B,Upland,Midwest,M4020,A,37.5,20,11
KBSM,J536.B,Upland,Midwest,M4020,B,39.5,21,11
KBSM,J536.B,Upland,Midwest,M4020,C,33,19,9
KBSM,J673.D,Coastal,Atlantic,M4021,A,46.3,23,14
KBSM,J673.D,Coastal,Atlantic,M4021,B,55.4,25,21
KBSM,J673.D,Coastal,Atlantic,M4021,C,55.5,29,9
KBSM,J201.A,Unknown,4X,M4101,A,48.5,30,13
KBSM,J201.A,Unknown,4X,M4101,B,58.9,35,18
KBSM,J201.A,Unknown,4X,M4101,C,68.5,32,14
KBSM,J272.A,Lowland,Gulf,M4120,A,58.8,27,13
KBSM,J272.A,Lowland,Gulf,M4120,B,58.4,30,14
KBSM,J272.A,Lowland,Gulf,M4120,C,56.2,27,12
KBSM,J483.B,Coastal,Gulf,M4201,A,63.6,45,22
KBSM,J483.B,Coastal,Gulf,M4201,B,58.3,50,17
KBSM,J483.B,Coastal,Gulf,M4201,C,70.8,50,19
KBSM,J610.B,Coastal,Gulf,M4202,A,40,40,16
KBSM,J610.B,Coastal,Gulf,M4202,B,47.4,41,19
KBSM,J610.B,Coastal,Gulf,M4202,C,40.7,35,20
KBSM,J541.B,Upland,Atlantic,M4203,A,48.9,25,10
KBSM,J541.B,Upland,Atlantic,M4203,B,47.7,23,13
KBSM,J541.B,Upland,Atlantic,M4203,C,48.2,22,12
KBSM,J394.B,Upland,Midwest,M4205,A,40,16,7
KBSM,J394.B,Upland,Midwest,M4205,B,34.5,15,8
KBSM,J394.B,Upland,Midwest,M4205,C,38.9,16,9
KBSM,J605.B,Upland,Atlantic,M4207,A,47.5,23,12
KBSM,J605.B,Upland,Atlantic,M4207,B,42.3,21,11
KBSM,J605.B,Upland,Atlantic,M4207,C,40.7,18,12
KBSM,J625.B,Upland,Atlantic,M4208,A,47.1,22,7
KBSM,J625.B,Upland,Atlantic,M4208,B,37.8,27,9
KBSM,J625.B,Upland,Atlantic,M4208,C,45.4,25,9
KBSM,J390.B,Upland,Midwest,M4209,A,44.7,30,22
KBSM,J390.B,Upland,Midwest,M4209,B,47.6,29,16
KBSM,J390.B,Upland,Midwest,M4209,C,47.7,26,14
KBSM,J016.C,Lowland,Gulf,M4210,A,35,42,16
KBSM,J016.C,Lowland,Gulf,M4210,B,40.2,44,16
KBSM,J016.C,Lowland,Gulf,M4210,C,49,43,19
KBSM,J018.C,Lowland,Gulf,M4211,A,56.8,44,17
KBSM,J018.C,Lowland,Gulf,M4211,B,52.3,43,15
KBSM,J018.C,Lowland,Gulf,M4211,C,58,40,19
KBSM,J169.A,Coastal,Atlantic,M4212,A,43,24,12
KBSM,J169.A,Coastal,Atlantic,M4212,B,41.1,31,14
KBSM,J169.A,Coastal,Atlantic,M4212,C,45.8,28,12
KBSM,J641.C,Upland,Atlantic,M4213,A,29.1,15,8
KBSM,J641.C,Upland,Atlantic,M4213,B,25.1,16,9
KBSM,J641.C,Upland,Atlantic,M4213,C,26.7,17,9
KBSM,J644.C,Upland,Atlantic,M4215,A,37.6,23,11
KBSM,J644.C,Upland,Atlantic,M4215,B,37.5,27,10
KBSM,J644.C,Upland,Atlantic,M4215,C,32,28,11
KBSM,J477.A,Coastal,Gulf,M4216,A,55.7,46,19
KBSM,J477.A,Coastal,Gulf,M4216,B,60.9,36,18
KBSM,J477.A,Coastal,Gulf,M4216,C,54.3,35,23
KBSM,J418.B,Coastal,Atlantic,M4217,A,71.4,27,13
KBSM,J418.B,Coastal,Atlantic,M4217,B,67.7,26,14
KBSM,J418.B,Coastal,Atlantic,M4217,C,65.6,25,15
KBSM,J434.A,Upland,Atlantic,M4219,A,30,17,10
KBSM,J434.A,Upland,Atlantic,M4219,B,33.6,14,9
KBSM,J434.A,Upland,Atlantic,M4219,C,38.8,16,8
KBSM,J086.A,Coastal,Gulf,M4221,A,54.9,29,17
KBSM,J086.A,Coastal,Gulf,M4221,B,59.2,27,15
KBSM,J086.A,Coastal,Gulf,M4221,C,57,29,17
KBSM,J250.B,Lowland,Gulf,M4320,A,55.7,50,14
KBSM,J250.B,Lowland,Gulf,M4320,B,43.8,41,12
KBSM,J250.B,Lowland,Gulf,M4320,C,51.8,46,14
KBSM,AP13,Lowland,Gulf,M4401,A,65.4,41,13
KBSM,AP13,Lowland,Gulf,M4401,B,62.3,47,14
KBSM,AP13,Lowland,Gulf,M4401,C,64.6,41,14
KBSM,J306.C,Coastal,Gulf,M4403,A,52.2,27,16
KBSM,J306.C,Coastal,Gulf,M4403,B,49.2,26,16
KBSM,J306.C,Coastal,Gulf,M4403,C,54.5,30,14
KBSM,J326.A,Coastal,Gulf,M4406,A,59.2,48,17
KBSM,J326.A,Coastal,Gulf,M4406,B,49,47,19
KBSM,J326.A,Coastal,Gulf,M4406,C,53.5,44,17
KBSM,AP13,Lowland,Gulf,M4407,A,56.2,43,14
KBSM,AP13,Lowland,Gulf,M4407,B,59,31,14
KBSM,AP13,Lowland,Gulf,M4407,C,51.4,37,16
KBSM,J461.B,Coastal,Gulf,M4408,A,68.5,36,13
KBSM,J461.B,Coastal,Gulf,M4408,B,71.9,44,15
KBSM,J461.B,Coastal,Gulf,M4408,C,48.1,37,21
KBSM,J378.A,Upland,Midwest,M4411,A,47.6,31,15
KBSM,J378.A,Upland,Midwest,M4411,B,45.7,27,16
KBSM,J378.A,Upland,Midwest,M4411,C,48.8,27,11
KBSM,J024.A,Upland,Midwest,M4412,A,37.1,21,9
KBSM,J024.A,Upland,Midwest,M4412,B,34.1,21,9
KBSM,J024.A,Upland,Midwest,M4412,C,25.5,12,10
KBSM,J684.B,Coastal,Gulf,M4413,A,65.3,46,28
KBSM,J684.B,Coastal,Gulf,M4413,B,69.5,48,23
KBSM,J684.B,Coastal,Gulf,M4413,C,66.9,48,24
KBSM,AP13,Lowland,Gulf,M4414,A,60.5,40,14
KBSM,AP13,Lowland,Gulf,M4414,B,57.4,33,15
KBSM,AP13,Lowland,Gulf,M4414,C,55.4,32,15
KBSM,J022.B,Lowland,Gulf,M4415,A,82.2,37,16
KBSM,J022.B,Lowland,Gulf,M4415,B,84.3,37,17
KBSM,J022.B,Lowland,Gulf,M4415,C,80.5,37,20
KBSM,J004.B,Lowland,Gulf,M4416,A,65.6,41,15
KBSM,J004.B,Lowland,Gulf,M4416,B,63.1,40,18
KBSM,J004.B,Lowland,Gulf,M4416,C,60.6,42,18
KBSM,J257.A,Upland,Midwest,M4417,A,35.8,27,11
KBSM,J257.A,Upland,Midwest,M4417,B,35.6,29,12
KBSM,J257.A,Upland,Midwest,M4417,C,36.9,25,12
KBSM,J355.C,Upland,Midwest,M4418,A,38,22,16
KBSM,J355.C,Upland,Midwest,M4418,B,29.5,22,9
KBSM,J355.C,Upland,Midwest,M4418,C,35.2,19,12
KBSM,J416.B,Upland,Atlantic,M4419,A,50.1,23,10
KBSM,J416.B,Upland,Atlantic,M4419,B,50.6,22,11
